,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
710,-9940,-8680,-7490,-6090,-4130,-420,4830,10640,16380,21490,26040,31220,37100,42000,46130,49910,52990,55090,56000,55580,52150,43960,29820,11550,-7210,-22680,-33810,-40740,-44170,-45290,-41090,-35070,-26460,-15750,-3430,8610,18130,23800,26110,25480,22330,17360,11130,4830,-140,-3080,-4830,-6790,-9240,-11620,-13090,-12460,-9870,-5880,-350,6930,14700,21070,25060,27020,28070,29610,30030,27300,22540,17290,12740,9800,6650,-560,-1750,-1960,-3290,-5740,-8260,-10360,-12110,-13930,-16310,-19320,-21910,-24220,-26390,-28210,-29260,-29820,-30030,-29470,-28140,-26040,-23520,-21140,-19180,-17150,-14490,-10360,-4340,2940,11130,18970,25060,28700,29190,27300,23870,19530,14350,1540,-4550,-8400,-9030,-6860,-3780,-1190,-490,-2520,-5320,-7910,-10010,-10430,-9450,-9030,-11060,-15960,-22470,-29960,-38500,-47740,-55230,-57540,-52430,-39760,-22190,-3990,11970,24430,32970,38850,42980,45290,45850,45500,44520,42840,40040,35770,22400,14000,6090,-140,-4340,-6650,-7630,-7490,-6090,-2870,1890,6510,9310,9450,7280,4690,2870,2170,2450,4200,7280,10570,12810,12320,7560,1470,-840,630,3990,7070,8190,5880,-420,-9100,-17570,-23520,-25620,-23940,-14350,-10290,-8050,-7700,-9240,-11690,-14280,-17360,-20650,-23660,-26250,-28350,-30100,-31570,-33320,-35420,0
711,-37450,-38500,-37310,-34020,-29820,-25620,-21840,-19040,-17640,-18130,-20510,-24150,-27930,-30520,-31780,-31780,-30450,-27720,-23520,-18620,-14000,-9870,-1540,3850,9870,14490,15750,13440,10500,10150,11200,11970,13440,17010,23450,30940,37030,41370,44590,46830,47670,47180,45500,42840,40110,37170,33950,30240,25690,20090,13370,6440,1260,140,3360,9450,17080,23590,27090,26320,12950,2310,-7420,-13720,-16800,-18060,-18340,-17990,-16310,-12110,-5810,-700,140,-4270,-14140,-27020,-38290,-44940,-46900,-45990,-45640,-47530,-50120,-51170,-50190,-47180,-43260,-39270,-34860,-31570,-30240,-30380,-31360,-32480,-33040,-32760,-31570,-29890,-28280,-26110,-24920,-23520,-22400,-21000,-18830,-15890,-12670,-9800,-7700,-6930,-7280,-8190,-9800,-12250,-15470,-18970,-22470,-25900,-28700,-29400,-26950,-22400,-17850,-13720,-8960,-3080,4550,13440,18760,16590,10220,6790,8610,12040,13230,11760,10710,12950,30520,40180,48020,55160,61460,64610,62790,56840,48370,38920,29820,21210,13300,6720,2170,-140,-1120,-1610,-2450,-3780,-5880,-9380,-14000,-18200,-20300,-20020,-17850,-14630,-11480,-9240,-7700,-5810,-1750,5250,13930,21770,26390,26040,18550,-140,-2170,-140,3780,6790,7140,4760,-980,-9380,-18410,-25970,-30310,-31220,-29330,-25270,-20300,-15610,-12320,-10570,-10290,-10430,-10010,-9030,0
712,-7770,-6650,-6020,-6090,-7280,-9450,-12320,-15540,-18340,-19390,-18550,-17080,-15540,-14560,-15050,-17150,-20160,-25970,-29330,-32690,-34720,-34090,-31010,-26670,-21630,-16590,-13020,-11200,-9800,-6720,-1260,5460,12040,18480,24080,27580,27860,23310,14700,6930,5460,9870,15820,21210,26110,31430,36750,40880,42770,42980,42490,41860,40880,39620,37730,35350,28980,25340,21910,19110,16450,13860,10920,7490,3850,490,-2450,-4200,-4410,-3360,-1680,420,2520,4970,8330,12600,16870,19110,17080,10640,4130,2030,1890,560,-3500,-9170,-16520,-27090,-40530,-54810,-67130,-75250,-76720,-71470,-62440,-43190,-34860,-28700,-24990,-23240,-22540,-21980,-21000,-19460,-17990,-16730,-16030,-15610,-15260,-14630,-13790,-13300,-13510,-14490,-16660,-19110,-20230,-19670,-18060,-16100,-14280,-12670,-11550,-10570,-8890,-6090,-2310,1890,5320,7700,9940,12880,17290,24010,36190,37800,36680,33740,29750,24290,18060,12600,10360,12880,19390,26460,31640,34580,35490,35280,34930,34580,34300,33740,32760,31010,28140,24010,19180,14070,8470,2310,-4410,-11270,-17290,-21980,-25270,-27580,-29260,-30100,-30100,-29400,-28490,-27580,-23240,-17990,-10780,-1820,8330,17640,22610,21840,15750,3500,-11270,-22330,-26950,-24850,-17570,-7980,70,4970,7140,7560,7210,6720,7210,9450,11410,11760,0
713,10150,6510,1540,-4270,-10500,-16100,-20230,-22960,-24220,-24500,-24290,-24010,-23730,-20860,-18200,-15540,-13160,-11270,-9940,-9100,-9030,-10290,-12740,-16170,-20440,-24990,-28910,-31710,-32620,-31500,-28350,-22820,-15470,-8050,-2030,1540,4340,8120,12040,13720,12670,10150,6580,1750,-3990,-9660,-13580,-14210,-10430,-2660,5670,11970,16310,23590,26460,28910,31500,34370,37170,38990,39130,37870,35630,32340,27930,22820,16940,10360,3360,-3290,-9590,-15750,-21630,-26810,-30310,-31430,-30170,-27020,-22680,-17570,-12180,-6650,-1260,4410,10990,16520,18200,15890,9800,1820,-6160,-12950,-20510,-21000,-20440,-18900,-16870,-14420,-11340,-7700,-4550,-1820,420,2310,3290,2310,-1050,-5810,-10850,-16100,-20790,-24570,-26950,-28560,-30030,-31850,-33740,-34230,-32900,-30800,-28560,-25760,-22890,-21140,-20370,-20160,-20300,-21070,-22470,-24080,-25690,-26880,-25970,-23590,-21210,-19390,-17780,-16380,-16310,-17360,-17780,-15890,-10570,-3430,3360,8050,9800,9100,5600,-1750,-11480,-20230,-24080,-21140,-12670,-3010,4270,9030,12810,15750,17570,18690,20160,23100,27300,31850,35700,38290,39130,38710,37730,34860,33740,32760,31640,30030,27370,23380,18550,14280,12040,11970,13650,16380,19460,22750,26460,30940,36610,43050,48230,49000,43400,33180,24920,20300,17710,16520,15400,13440,0
714,10150,4130,-5460,-16730,-26180,-31150,-31710,-29470,-26250,-23240,-20650,-22120,-25270,-28840,-31850,-33740,-34860,-35210,-34790,-33530,-31360,-28770,-25970,-23170,-20370,-17710,-15960,-15540,-16030,-16800,-17570,-18830,-20370,-21910,-23100,-23800,-23870,-23100,-21000,-17640,-13160,-8050,-2590,2800,7560,10430,10780,9450,8050,8120,13300,13580,9240,140,-12740,-27580,-42630,-54810,-61950,-63210,-58100,-48580,-37240,-25200,-13090,-1820,7910,15750,22190,27650,32550,37170,42000,47810,54810,62160,68180,71750,72730,71540,69020,65310,60410,53970,45150,33950,21280,8820,-770,-4900,350,9380,20720,31990,40740,44730,43820,37660,25620,10080,-3710,-12180,-15120,-14070,-11270,-6860,-840,5670,11130,13930,12740,6160,-4970,-18550,-32900,-46480,-57540,-64540,-67690,-67900,-66850,-65660,-64400,-62790,-59990,-56350,-52710,-49350,-45920,-40390,-39690,-39480,-38290,-35490,-31220,-25690,-19740,-14560,-11550,-10710,-10920,-10990,-10640,-9660,-7770,-3850,2100,7490,9520,8820,7840,9170,11970,14140,14070,10430,2240,-9450,-22960,-35420,-42980,-43260,-37030,-26880,-16380,-8330,-3010,980,8330,11760,15540,19950,24500,28140,29960,30030,28910,27020,24360,20930,17010,12950,9520,7210,6370,5810,4550,3080,2170,2030,2590,3640,6020,9940,15330,21630,28000,32760,33320,28700,0
715,18620,2520,-17080,-34020,-43050,-43190,-35910,-6300,8680,18760,22470,19880,12740,3010,-7770,-18620,-28770,-36610,-41860,-44870,-46410,-47040,-47180,-47110,-47320,-47600,-47320,-46130,-43750,-39690,-34650,-29890,-24850,-19600,-14210,-8680,-3990,-1260,-700,-1190,-1190,-840,-1260,-2730,-4340,-5250,-5110,-5320,-6440,-8190,-9730,-8470,-3080,4200,9800,11970,8960,980,-9240,-20440,-30520,-36260,-35210,-25760,-10080,6650,20300,29400,35000,38010,39760,41370,43680,46620,49840,51590,50610,46830,41300,35140,28490,21770,15540,10570,6790,3710,1120,-2940,-3430,-2450,350,4340,8400,11900,14630,17010,19250,22190,26250,30170,32340,31850,27020,16520,1960,-10570,-15540,-12950,-6860,-1680,490,-700,-3640,-7070,-10360,-12670,-12600,-10780,-8890,-8330,-10150,-14070,-19180,-24150,-28840,-32830,-36120,-38430,-38150,-35980,-33180,-30100,-27160,-24360,-21210,-17780,-14490,-11130,-7700,-4480,-2170,-1260,-1890,-3850,-6790,-10360,-14070,-17220,-18970,-19180,-18340,-17570,-17220,-16170,-14210,-12250,-9940,-5110,2450,11200,18270,19320,11970,-2380,-19950,-35630,-44590,-45500,-27440,-12880,1820,14980,25340,32270,36680,39480,41020,41370,40390,38150,35280,31780,27090,21350,15120,9520,5180,2660,2240,3850,6860,10640,14140,16730,17710,17010,15610,14630,15190,17920,0
716,23310,30730,37730,41300,38850,30240,20650,15050,11340,10080,8960,8050,6230,2170,-2800,-5670,-4830,-1890,1610,4270,5040,2660,-2660,-9870,-17850,-26180,-34300,-41510,-47250,-51380,-53760,-54740,-54600,-53340,-51030,-47810,-43260,-38080,-33040,-28840,-26110,-24500,-23730,-23660,-23520,-22820,-21980,-20860,-20930,-20930,-20160,-17850,-13930,-9660,-6580,-4900,-3430,420,9170,21840,34510,44310,48790,46830,39130,28210,15820,4200,-3990,-7420,-5740,-350,6930,14560,21420,26880,30520,32550,33530,34160,34160,33670,32480,29820,25480,19460,12670,3570,2450,2450,2450,2170,2100,3640,6440,9100,10710,11130,10710,10500,12110,16940,23940,30520,33180,29120,20230,13160,11270,13230,16100,17010,12250,420,-16520,-34300,-48300,-55720,-56420,-51520,-43960,-35910,-28560,-23380,-21840,-23240,-29470,-31570,-33180,-35210,-37520,-40110,-42350,-44380,-45920,-46480,-45710,-43330,-40460,-37800,-35560,-33320,-30870,-28840,-27300,-26040,-24640,-22400,-19390,-16100,-12180,-7910,-3780,-280,2800,6440,9240,10290,12810,19600,30660,42700,52640,57400,56420,51590,32620,18830,4900,-5600,-10920,-11620,-9590,-6930,-4550,-2170,1120,5320,10010,14420,18130,21000,22750,23100,22330,20580,17640,13930,10290,7140,4270,1540,-910,-3010,-4060,-3150,-560,2450,5320,6790,0
717,6860,6440,6930,9240,12950,20930,21280,16730,6790,-7700,-22330,-31780,-34440,-31220,-24080,-14420,-2590,10920,24850,35560,41300,42280,38710,30870,19180,5600,-7210,-17640,-25200,-30870,-36260,-41230,-44520,-44800,-46130,-47390,-47110,-45920,-43540,-39760,-35420,-31850,-29680,-27580,-22960,-21910,-22470,-24080,-25410,-25690,-24500,-21840,-18690,-15120,-9870,-1260,10010,21350,29960,34160,34790,36330,42000,50050,56700,58450,52850,39760,21840,2170,-14980,-25480,-26810,-19600,-7770,4200,14140,22190,29050,34300,38290,42210,46340,50190,54530,54040,51800,48090,43470,38360,32900,27510,22330,17220,11690,6160,1120,-2590,-4270,-4690,-4900,-5390,-6090,-6510,-6510,-5390,-2590,1190,4900,7980,8680,2520,-12180,-31290,-44030,-44310,-35980,-27300,-24010,-26880,-33880,-43680,-53340,-61950,-59010,-51870,-43050,-35560,-31290,-30730,-32550,-34860,-37240,-39690,-42000,-43680,-43610,-41440,-37240,-32340,-27790,-23800,-20020,-16380,-13370,-11270,-10220,-9380,-7910,-5460,-2310,1400,5670,10010,14350,18410,22470,27440,33670,39340,41510,39900,38150,43680,50750,53760,50820,42350,28350,10500,-7000,-21140,-29610,-31290,-25060,-12600,2240,15260,24360,30030,33600,36260,38290,39900,41230,42420,43190,42910,41300,38570,34580,29330,22610,14700,6440,-1400,-8680,-15750,-22470,-28350,0
718,-32340,-33600,-27580,-20510,-11900,-2450,7420,16730,22890,22260,14350,280,-17500,-35700,-51100,-61950,-68320,-70000,-66570,-59360,-50960,-44170,-40180,-37940,-36190,-33950,-31780,-30030,-27860,-25130,-22400,-20370,-19600,-19880,-20720,-21980,-23520,-24850,-25830,-26880,-28140,-28280,-24640,-19110,-13510,-9660,-8820,-9940,-11340,-11550,-10500,-8470,-6230,-3850,-1190,1750,4900,8120,11410,14000,15890,17500,20300,26390,34790,42210,46060,44590,37520,25130,9520,-7070,-22050,-31780,-33600,-28700,-19180,-7560,4060,14280,30730,37800,44030,48930,52290,53830,53550,51380,47530,42420,36960,31780,27160,22890,19040,15470,12180,8890,5530,2870,1680,1820,2380,3640,5880,9310,13440,18270,23730,28070,28280,22680,12390,3780,1820,5880,13580,21210,23450,18060,-8610,-25060,-40040,-51800,-58450,-59220,-55860,-50470,-44520,-37940,-31290,-25830,-22470,-21000,-20020,-18480,-16730,-15400,-14560,-13790,-12600,-11340,-10850,-11900,-14980,-18410,-20160,-19110,-15680,-10780,-6090,-3220,-2310,-2520,-3360,-4970,-7140,-8890,-9450,-8680,-4970,-3080,-1960,-1540,-770,2030,7210,13020,16800,16590,11690,3220,-5950,-14350,-20790,-23310,-20790,-12600,2030,20300,37520,50890,59990,64960,66220,64820,62090,58380,53900,48930,44170,39550,35000,30380,25970,21980,18620,15890,13580,10430,0
719,9030,7420,5950,4900,4060,3290,1960,140,-1050,-770,1680,5320,8540,10080,9940,7070,-630,-13790,-30590,-45010,-52290,-51730,-46690,-40880,-35140,-28910,-20930,-11690,-4270,-560,-560,-3150,-7000,-11830,-17500,-22750,-26670,-29540,-31920,-35770,-36820,-37170,-36540,-35000,-32760,-30100,-27020,-24010,-21210,-18830,-16730,-14280,-11480,-9240,-8750,-10150,-12600,-15120,-17640,-20720,-23870,-25760,-25340,-22190,-17500,-13160,-10220,-7910,-4410,1960,9380,14770,16800,15680,10780,2590,-6930,-16800,-32130,-31570,-22120,-6510,8400,18200,22820,24150,22960,20650,19250,19950,22680,25900,27720,27370,24850,20230,14070,7630,2170,-1540,-3570,-4550,-5320,-5810,-5320,-3500,-1190,350,420,-490,-1330,-910,2730,10220,19880,28490,32830,32690,20020,3360,-18620,-39760,-52430,-53130,-43750,-29960,-15470,-2100,8330,14140,14980,12180,8610,5530,3010,1120,0,-70,210,70,-1120,-3360,-5880,-7980,-9870,-11830,-13510,-14000,-13160,-11130,-8540,-5810,-3710,-2380,-1470,-490,700,1050,0,-980,-1820,-2520,-2450,-1540,280,3150,6720,9870,10780,9310,6580,5250,8680,16380,24780,31570,35350,35070,30520,23310,15120,7840,4130,6090,14350,28140,43400,55230,62020,64470,63140,58730,52430,45430,38990,33600,26810,24220,21420,18270,0
720,14840,11340,8400,6580,6090,6650,7840,8820,9030,8540,8120,8120,8680,9730,10780,11690,11900,11830,11830,13090,15050,15400,11900,4690,-2800,-5740,-4760,-2380,-210,980,840,-490,-2940,-6300,-10710,-16240,-15890,-13650,-10710,-8400,-7840,-9380,-12180,-15470,-19880,-24430,-27860,-28980,-28000,-25690,-22960,-19950,-16940,-14350,-12040,-9940,-7910,-6090,-5110,-5110,-6020,-7630,-9660,-11480,-12600,-12810,-12110,-10780,-10080,-9870,-8610,-4690,1960,10290,18130,32060,36610,41300,48300,55860,61390,63770,62160,55860,45710,33040,19530,7490,0,-1400,3710,12880,22750,30170,34720,37030,37520,36400,34580,32690,30870,28770,26250,23590,20510,16940,13230,9380,5670,2940,1190,210,-350,-1120,-2380,-4550,-5110,-4480,-2520,490,3710,6090,7070,7630,9310,12320,14980,14980,10990,2170,-9870,-20160,-23730,-21490,-17150,-13230,-10990,-11060,-13300,-17920,-24500,-31500,-37450,-40880,-41650,-40110,-37660,-35840,-35770,-37100,-38360,-39340,-39550,-39270,-36540,-33600,-30030,-26110,-21700,-17430,-13650,-10710,-8470,-6510,-4900,-4060,-3850,-3990,-3850,-3360,-2450,-1120,280,700,490,1540,4830,10150,15540,20020,24710,30450,36610,41650,44800,46130,46270,43960,36400,23100,7210,-8120,-19810,-25900,-25130,-3430,12880,27370,37310,42420,0
721,43750,42420,39620,36120,32410,29050,25830,22540,18970,14980,10570,6230,2590,-210,-1610,-1470,-350,560,700,700,280,-910,-2730,-4270,-5040,-5180,-4620,-3570,-560,6930,19250,32760,42070,43960,37660,5600,-15400,-33880,-44380,-44170,-35280,-22120,-9240,70,4480,4060,-630,-8680,-18060,-26460,-32060,-33950,-32410,-28770,-24360,-20440,-17430,-15050,-12880,-10570,-8400,-6790,-6370,-7140,-8050,-7980,-6720,-4690,-2520,-630,420,770,140,-1470,-3360,-2380,1820,7000,12320,17990,24920,32480,39760,46340,51310,55580,62580,71330,77840,81410,81480,76720,67620,55370,40250,22330,2730,-16170,-30940,-38780,-39410,-34860,-26530,-15470,-2380,11830,26390,39410,49770,57680,63070,65450,64680,60760,46270,37520,28980,21140,14700,10640,9380,10080,11060,11340,10920,9660,7140,3500,-770,-4270,-5110,-3080,1190,7560,15260,22400,24990,21280,12600,630,-12670,-23940,-30240,-29610,-23030,-13580,-3360,5740,10920,10920,6510,-630,-8820,-16590,-25970,-26320,-24570,-21910,-18970,-16170,-13370,-10290,-6930,-3570,-700,1190,2730,4620,7000,8680,9590,10010,10150,10010,8960,6860,4200,2030,1050,840,490,-700,-2380,-2310,1540,8610,15820,21420,25550,28140,28910,29960,37030,40110,40950,38360,30520,16800,-1400,-21280,0
722,-38850,-49630,-51660,-45780,-34930,-22260,-10080,350,8890,16030,22330,27510,31010,32340,31150,28280,25270,22610,20720,19180,18410,18060,17990,17640,16870,15680,14000,12530,12180,13160,15260,23100,29330,37590,45850,52710,59080,65450,67060,60970,49210,36680,28700,26530,29540,34370,37310,36120,29610,17640,1890,-14420,-27860,-35700,-35840,-29680,-20230,-10360,-2660,1330,2170,1330,910,2170,5110,8750,11830,13440,14070,14140,10710,7280,3710,1400,1400,3570,6090,7350,7280,6370,4620,1750,-2310,-6510,-9800,-11550,-11060,-8260,-3290,3360,11550,20300,28350,35350,40320,42770,42630,39270,31710,18060,280,-16590,-28420,-32130,-26670,-13300,6160,29330,51800,68810,81970,83090,82110,78260,71260,61950,51730,41790,32410,23590,15470,7980,630,-6160,-11900,-16940,-22260,-28420,-34230,-38360,-40390,-39970,-37030,-31990,-25200,-16870,-7910,1400,11620,22470,31430,35140,32340,23870,10920,-2940,-15190,-25130,-32760,-41580,-40460,-36960,-34370,-33390,-33460,-34370,-35420,-35910,-35210,-33390,-31150,-29610,-29120,-29680,-30800,-31780,-31640,-30030,-26810,-22400,-17290,-12040,-7000,-2100,2170,4900,5600,4550,2100,-1330,-6090,-11550,-16870,-21560,-26670,-32340,-39060,-45500,-45920,-39340,-31640,-25550,-21070,-17220,-13370,-9870,-7980,-7700,-7490,-8750,0
723,-13160,-20160,-27650,-33530,-35560,-31360,-21350,-8470,4340,15050,23170,29890,35770,40740,44240,45920,45640,43750,40460,36470,32690,29960,27860,26040,24430,22750,20510,17920,13020,11270,9170,6230,2800,-350,-2520,-3360,-4060,-4830,-4200,420,9100,18340,23870,22890,16520,6090,-4970,-11130,-11060,-5810,1680,6860,7560,3570,-5180,-17150,-29680,-39970,-47460,-51520,-52220,-51240,-50190,-49280,-48020,-45990,-43120,-36050,-32830,-29890,-26880,-23660,-20090,-16380,-12950,-10150,-7630,-5880,-5460,-6720,-8750,-10220,-10500,-9940,-9240,-8890,-9450,-10990,-12460,-12880,-11480,-8190,-3360,1540,5530,8680,11130,13860,17640,22890,30310,38290,45990,53410,59220,60060,39970,20790,210,-16590,-26670,-29190,-24850,-16100,-4900,7490,20650,33180,43470,50260,52780,51380,46480,39970,33460,27510,21420,15120,9310,4620,1330,0,1260,4970,10360,16310,21700,25760,28630,30870,33320,35350,35910,35980,36400,39620,42000,44170,43680,38220,28210,17290,10360,9520,12250,14350,14350,12110,6930,-1260,-9590,-14980,-15750,-12250,-6720,-1330,2520,4060,2870,210,-2660,-5180,-7770,-10220,-12390,-13650,-13300,-11900,-10430,-9870,-10220,-10920,-10570,-4760,-630,2030,1820,-1120,-5320,-9590,-13510,-15470,-14770,-12880,-11060,-9590,-8120,-6440,-4760,-2590,0
724,-140,2240,4060,3920,-840,-12460,-30940,-51380,-66920,-71820,-64050,-46690,-24010,980,23380,38290,44940,46480,46060,44030,39690,32900,15540,6860,-630,-6720,-11690,-14910,-15470,-13370,-8960,-3220,2520,7070,10010,11270,10990,9730,8330,7070,5810,4550,3640,2870,1820,210,-1260,-1540,210,3640,7770,9590,5950,-3990,-17290,-28000,-32900,-32410,-28910,-23590,-16870,-7140,-7700,-11340,-16730,-23170,-29960,-36190,-41020,-43960,-45360,-45220,-44100,-42770,-41860,-41300,-40670,-39620,-37660,-34510,-30380,-25760,-20860,-16730,-14070,-12320,-11060,-11200,-13160,-16800,-21350,-26040,-30100,-33390,-35770,-37240,-37100,-35070,-31500,-21140,-16100,-12880,-10780,-8190,-3850,3290,13230,23170,30380,32410,27440,16590,2870,-10780,-20510,-23660,-21000,-15820,-11200,-7630,-4480,-1820,-560,-700,-1470,-1890,-1890,-1400,-280,1260,2730,3640,4130,4480,4550,4480,3780,910,-560,-1750,-1540,1890,8050,15190,21700,26880,31010,34510,37590,40880,44450,47530,49490,49000,42980,30030,12670,-6160,-22400,-31500,-32970,-28980,-21630,-13230,-5810,-1050,350,-1190,-4200,-7770,-11620,-15890,-20370,-25060,-30450,-36400,-46970,-49980,-50960,-50120,-48580,-46550,-42910,-37870,-32340,-27300,-23590,-22050,-21980,-22470,-22890,-23240,-23660,-24570,-26180,-28140,-30240,-32760,-35910,-38780,0
725,-40600,-40530,-37380,-30310,-19950,-7560,5530,18970,31990,43750,52920,59570,64050,65310,51310,35560,17500,1400,-8680,-11690,-8260,0,9940,19040,26810,34020,40530,45990,49910,52780,54530,55230,54250,51170,46200,39620,31570,22540,14280,8540,6370,6650,7070,6860,6510,6860,7630,8470,9450,10570,11830,13440,15890,19250,26530,29890,31780,30730,25200,14420,-560,-15120,-23590,-24850,-21140,-13720,-4270,4620,10500,12040,10150,6090,-70,-7770,-15750,-22680,-27720,-30940,-33180,-35280,-37660,-39900,-41230,-41300,-40040,-37380,-33670,-29260,-24500,-20090,-17220,-16590,-17500,-20160,-21420,-22260,-22820,-23800,-25410,-27160,-28630,-29820,-30310,-29050,-25690,-20720,-14490,-6580,3220,13860,24290,33740,40810,44590,44590,38990,27650,12250,-4550,-18200,-24920,-23030,-12740,3570,21700,36470,44870,47320,45710,42280,37520,31780,19950,14770,10220,6300,3360,1820,1470,2100,3640,5670,7770,9170,9730,9590,8820,8260,8260,8190,7070,4900,2240,-420,-2310,-2380,350,5810,12950,18760,18550,10080,-6720,-27300,-43540,-49350,-45290,-35490,-23100,-10220,2030,12670,18760,13440,5530,-3080,-10850,-17220,-22890,-28490,-34020,-39130,-43120,-45430,-45850,-43890,-38010,-31710,-29120,-25970,-20930,-16030,-11970,-9240,-7980,-7910,-8400,-9380,-10430,-11130,0
726,-10990,-9590,-7700,-6160,-5530,-6090,-7420,-8400,-8330,-7420,-5530,2450,8050,13230,16100,15470,10570,910,-11760,-24780,-37100,-47670,-54810,-55370,-46340,-28000,-4200,19810,39340,52570,60760,65170,66640,64820,60620,55580,51310,48230,46130,44730,43680,42420,40040,35700,29820,23870,19040,15750,13720,12600,11620,11760,12600,14000,15820,17850,19880,22190,24640,27160,30310,34370,39130,43260,44730,40950,29260,10780,-9870,-26250,-34580,-36190,-33600,-28490,-22750,-17850,-15190,-15190,-16660,-17640,-17570,-16660,-14700,-11900,-9520,-9170,-11900,-16870,-27860,-33040,-37660,-41300,-43050,-42910,-41090,-37730,-33950,-30170,-27370,-26670,-27860,-29470,-30730,-31150,-30870,-29890,-28980,-29190,-30380,-32480,-34650,-35630,-33880,-28630,-20020,-9100,2310,12390,20580,26600,29820,30310,28770,25690,21630,14420,2800,-23520,-31430,-33740,-30730,-22820,-12460,-2520,6020,14070,22260,30030,36330,40600,42770,43120,41720,39270,35840,31780,27020,21490,15260,8400,1190,-6090,-12600,-17920,-22260,-25200,-27020,-28210,-29260,-29820,-28840,-25620,-21420,-17710,-14490,-11060,-1820,3640,7840,11130,11620,6860,-2660,-12320,-18200,-19670,-19460,-19320,-20160,-22960,-28490,-36120,-43330,-47600,-48090,-45710,-41790,-37940,-35980,-37240,-40810,-45220,-49350,-52360,-52710,-49910,-45080,-39970,-34790,-29680,0
727,-25060,-21420,-18480,-16170,-14280,-11900,-12250,-13930,-16660,-19810,-22400,-23730,-24430,-24920,-25200,-25060,-24430,-22820,-20230,-16800,-12740,-7840,-2380,3500,9450,14770,17920,18130,18550,21840,26670,30940,34440,36470,35350,30170,21070,9450,-2030,-10290,-14070,-13160,-8050,-210,19040,28980,37730,44170,48370,51100,52920,53480,52290,49070,43890,36890,28700,20300,12740,6160,630,-3710,-7000,-9240,-10430,-10640,-9870,-8050,-5530,-2940,-490,2170,4900,8120,11130,12460,11620,7980,2380,-2590,-5670,-7070,-8610,-12390,-19110,-28770,-39690,-48790,-54530,-57260,-56980,-54250,-51100,-49210,-49210,-50680,-53340,-56350,-59360,-61600,-62160,-60760,-57400,-52430,-46270,-39830,-34020,-29540,-25760,-21770,-17290,-13020,-9730,-7840,-7350,-7560,-8610,-10640,-13580,-16660,-19600,-25480,-27930,-29260,-28700,-25690,-20510,-14560,-8750,-3640,980,5530,11690,18830,26320,33180,37520,37310,32060,23310,13090,2730,-5040,-7350,-4830,-350,4480,9730,15540,21840,28210,33880,37800,39690,39690,37660,33530,27370,19600,1400,-8050,-17010,-24640,-31010,-36610,-41510,-45360,-48720,-51520,-53200,-53620,-52920,-51100,-48090,-43890,-38920,-33530,-27230,-20860,-15960,-11970,-7770,-5460,-7350,-12530,-19810,-27160,-31710,-33530,-33670,-33810,-33950,-35280,-38640,-43540,-48930,-53270,-57050,-57470,-51730,0
728,-45570,-40600,-36820,-34720,-35280,-38010,-41510,-44800,-48510,-50680,-49770,-46830,-43330,-39550,-35980,-32830,-30030,-27930,-26460,-25480,-23940,-21490,-18620,-16100,-14210,-12810,-11620,-10430,-8960,-7210,-4550,-1120,2520,6370,11200,17640,24500,32060,33670,36470,41860,46410,47250,43820,37100,28210,18620,7700,-4130,-14840,-21910,-23730,-21490,-17570,-14350,-12950,-13300,-14560,-16100,-17710,-18970,-20090,-21350,-23030,-24920,-26950,-28770,-30450,-31920,-32970,-33530,-33950,-34790,-36540,-38640,-40530,-44030,-45360,-45710,-44800,-42490,-38570,-33040,-26810,-20790,-15470,-11060,-8680,-9170,-12320,-17220,-23940,-33180,-43820,-53340,-61250,-68180,-74060,-79170,-82110,-79660,-71750,-61530,-51940,-44870,-41090,-41230,-44310,-48510,-52080,-53690,-53760,-52500,-50330,-47530,-42140,-40040,-38220,-36050,-32970,-28700,-23940,-19320,-15050,-11900,-10010,-9310,-8820,-7770,-6090,-4550,-4060,-4270,-4270,-4550,-6510,-9380,-10500,-9170,-6440,-3920,-1890,560,4480,10010,16590,23520,29470,32410,29680,21420,9310,-4970,-21000,-50890,-58380,-58730,-53760,-45850,-36680,-28280,-21700,-17780,-16450,-16870,-17850,-18200,-17710,-16730,-15750,-15050,-15190,-16170,-18060,-20930,-24780,-29260,-33880,-37800,-39900,-39690,-37520,-34300,-30940,-27860,-25410,-23590,-21980,-19600,-15820,-10850,-5460,140,12880,18900,21840,18620,9310,-3920,-18830,0
