,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
262,-35560,-34230,-34440,-36470,-39550,-42490,-44100,-43260,-39410,-33320,-25620,-17360,-10710,-7280,-6790,-7350,-7910,-8120,-7350,-5600,-3850,-2520,-2450,-3570,-5810,-8750,-12390,-22470,-24290,-19110,-5390,14140,33740,48020,53060,48370,39970,35420,38010,47670,60620,71610,77350,77140,72170,63350,53270,44940,40530,40110,41790,44660,47740,49420,49630,49140,48580,47880,46900,45500,43400,40600,37170,32830,27510,21700,15960,10010,-1120,-5250,-7630,-8610,-8260,-6860,-5740,-6300,-8890,-12810,-17850,-23800,-32760,-43890,-54740,-60270,-62160,-59850,-53270,-44520,-37100,-31290,-26320,-21420,-17500,-15470,-17010,-22610,-30800,-38500,-45010,-48720,-48790,-45710,-40950,-35560,-30310,-26880,-26180,-28140,-31780,-35630,-38990,-37870,-35350,-32830,-30030,-26740,-23450,-20230,-16800,-13440,-10570,-7700,-5110,-3290,-2310,-2660,-5250,-10360,-17920,-28070,-39270,-47390,-47950,-38150,-20020,2030,22540,35700,39970,40110,40880,43750,49350,54950,57890,56280,49420,38290,25410,14910,10080,17570,26460,37030,48580,59780,68600,73500,75390,76090,75950,75320,74130,72590,70070,66290,61600,56420,50190,42770,35000,27720,21910,18270,16450,14980,13020,10430,6650,1260,-4970,-11480,-17710,-22540,-26110,-29540,-33810,-38780,-44520,-49350,-52150,-53690,-57680,-69020,-70700,-67410,-59220,-47040,-32480,-20020,0
263,-14700,-18410,-27650,-37100,-43470,-46200,-45640,-41860,-35700,-29470,-24290,-21350,-20440,-20440,-21630,-22960,-22260,-19460,-15190,-10500,-6300,-3360,-1400,70,560,-490,-3010,-5740,-7490,-7980,-7280,-6020,-5460,-6510,-12390,-16030,-21140,-27650,-33250,-34370,-27790,-13790,4550,22120,34230,39410,40110,39130,38500,38990,41020,42770,41580,37240,32690,28980,26880,27160,29470,33950,39970,47530,55650,62930,67900,69930,69160,67480,66360,65170,63140,59850,55160,49140,42140,34930,21770,16660,12390,9030,7350,7910,10080,13160,17150,21560,23800,22750,19320,14560,8610,1120,-10010,-25270,-40740,-50400,-52990,-53550,-56070,-61180,-65940,-66990,-63700,-57260,-48580,-38920,-31360,-29540,-34650,-43260,-50610,-55090,-57680,-58940,-57610,-53340,-47040,-41230,-39900,-39200,-38990,-38640,-37660,-35560,-33250,-30940,-28910,-28350,-27440,-26040,-24430,-23940,-24920,-26390,-27370,-27510,-25340,-21560,-17990,-15750,-14910,-16240,-19740,-24780,-29330,-30450,-24780,-10640,9240,30380,47110,55930,60480,65800,73010,80220,85190,85260,68530,55090,42420,33460,29470,30170,33600,37870,42280,46620,50750,54110,56630,59360,61670,62020,60550,57400,53130,48580,43890,38360,32060,26320,21630,16800,11620,7770,5880,6090,7280,8960,10850,12250,12250,8960,2800,-6300,-16380,-27580,-39900,-54600,0
264,-56700,-54740,-50540,-46620,-42280,-36050,-28140,-21140,-16940,-17710,-23590,-32270,-41510,-51170,-58940,-62860,-62090,-56840,-49280,-40880,-32620,-27720,-26950,-28280,-30240,-32130,-32970,-31570,-28070,-24150,-21350,-20370,-20790,-24220,-29750,-34160,-34930,-32270,-27650,-18060,-17360,-18900,-21560,-24640,-28070,-32340,-36190,-35560,-27510,-11620,9170,30030,45150,52430,53690,53130,53620,57190,62930,66290,64190,56560,45080,32130,21700,16940,17640,21420,25970,32200,39970,47530,53200,56980,59080,59920,59990,59360,58380,56770,51170,48230,45290,41790,37380,33040,29050,25340,22470,21070,20580,20300,19880,19740,17780,13230,6370,-1960,-10080,-16450,-24080,-33110,-41930,-47670,-50680,-52570,-53410,-54040,-55020,-55090,-53690,-49490,-44030,-38990,-37660,-40320,-45850,-52430,-58660,-64820,-70070,-74550,-73920,-72450,-70910,-69300,-67340,-64610,-60900,-55650,-49490,-43260,-37590,-32900,-28560,-24080,-19880,-16380,-13510,-11130,-9170,-8260,-8540,-9520,-10640,-10920,-10430,-9660,-9870,-11760,-15540,-17570,-13580,-700,18830,39970,58030,68670,71050,68530,64820,62230,63000,63070,60340,54600,47600,42280,40810,43050,47390,52500,57820,62300,63980,63140,60410,56280,52080,49000,46760,45290,44450,42490,38710,33950,28490,22820,18130,15190,13510,13160,13650,14560,15260,15470,15330,15050,13930,11620,0
265,8400,4690,350,-8750,-13090,-16800,-22190,-30310,-39270,-46270,-49770,-51520,-52570,-50890,-46970,-41790,-36680,-32620,-29120,-25830,-23380,-22050,-22190,-23450,-26460,-30380,-34300,-38430,-43330,-48790,-54390,-59430,-64470,-68250,-69930,-68460,-63560,-56350,-47950,-39200,-30730,-23940,-19180,-15470,-9940,-9870,-12110,-15400,-18690,-22120,-25970,-29190,-31710,-34510,-37590,-37940,-32270,-19110,-1050,18130,34650,45920,49980,48020,44240,43050,45150,47670,48090,44800,38290,31010,24710,21490,22470,27790,36050,45780,55650,64120,69300,71050,69930,66220,60900,52570,49770,46060,41510,36820,32060,26810,21980,18130,16100,15470,15120,14280,12670,10570,7980,5250,1400,-4410,-11620,-19110,-25900,-31500,-39550,-52010,-63070,-67900,-69580,-69790,-67340,-62230,-54950,-45920,-36470,-27370,-18340,-11620,-10010,-15190,-25340,-45010,-51660,-56770,-58730,-56980,-53830,-51310,-49210,-46970,-44870,-42560,-40320,-38500,-37240,-35490,-33810,-33250,-33320,-33250,-32410,-30380,-27860,-25970,-25200,-25550,-27020,-28420,-29050,-28280,-25830,-22680,-19250,-16100,-15820,-19250,-23030,-21630,-12390,4620,25480,44170,60830,61460,62790,67060,73150,79030,81550,78540,69720,56770,42070,29820,24010,25480,32060,41020,50120,58100,63140,64820,64610,64330,64680,65380,65240,63630,60620,56140,50470,44380,38080,31570,25130,19320,0
266,15470,14070,14350,14910,15330,15610,15820,11900,7560,1960,-4480,-11900,-20930,-31990,-43540,-51380,-53340,-53760,-55090,-55790,-55860,-54950,-51590,-45220,-36120,-25970,-18060,-15610,-19320,-27860,-38080,-48020,-56630,-61110,-61110,-57540,-52430,-47880,-44590,-42420,-40670,-39410,-38080,-36050,-33320,-29190,-23730,-12320,-6580,-840,3990,7630,10430,12250,13230,13650,13370,11900,8890,3990,-2310,-8050,-12880,-17640,-21000,-19110,-9310,6440,25620,44730,58450,65100,66500,64890,62790,61740,61460,60340,57260,52220,45640,38990,33740,31430,32340,34790,37590,44730,49140,53200,56420,58800,60480,61250,60690,59290,57190,53760,49490,44940,40390,36680,33320,29680,25200,19950,14210,9450,5600,2870,910,-770,-3990,-10290,-18480,-26110,-31990,-36680,-40950,-43470,-42140,-38290,-33740,-30100,-26180,-23170,-24850,-28210,-25550,-21420,-17500,-15680,-17920,-24500,-36960,-55860,-74760,-86870,-90160,-87500,-81270,-73640,-65520,-57540,-50540,-45710,-43050,-41440,-40180,-37800,-33950,-28700,-22750,-16590,-10850,-6160,-3500,-3010,-3990,-5250,-6230,-7210,-8330,-10010,-12600,-15680,-19600,-23800,-28140,-35560,-33810,-25270,-9660,9730,26670,37310,40530,37940,34300,33110,35280,39480,43260,45290,44170,38780,30520,21490,15330,14980,19110,26110,33950,42140,50120,56350,60270,62720,63630,62440,0
267,59850,57120,54390,51590,48510,44730,40250,34370,28000,13580,6510,350,-5250,-9380,-12180,-13720,-14490,-14840,-15190,-16100,-17850,-19460,-19250,-17290,-15330,-15400,-16940,-18270,-20300,-22050,-22750,-23310,-25410,-28630,-30450,-29120,-28140,-29120,-30940,-33460,-38080,-45430,-55440,-66290,-75110,-79590,-79170,-75880,-72030,-67760,-60130,-57540,-55440,-53550,-51800,-49840,-47320,-44030,-39200,-33950,-28840,-23450,-18060,-13230,-9730,-7210,-5670,-5600,-6930,-9450,-12600,-15190,-16660,-17430,-18690,-21280,-25200,-28910,-29960,-24430,-9310,11830,33040,49770,61040,66220,66850,64960,62020,57960,53620,38990,27650,16380,6930,1260,280,3360,9310,18060,27930,37520,45500,51310,54390,53970,50190,46130,43470,41720,39480,37590,36120,34650,31990,27860,23030,18830,16520,16380,18130,21420,24360,25480,24710,23380,19670,12040,2590,-7350,-17710,-29190,-42070,-61810,-64890,-65380,-65870,-65170,-63490,-61600,-58170,-51660,-41230,-26880,-11130,1260,4620,-2940,-16520,-30450,-43120,-52080,-52710,-45780,-34790,-25270,-17850,-11270,-6860,-6230,-7770,-8820,-9450,-9380,-9100,-8260,-6930,-6230,-6860,-8610,-10430,-12040,-12810,-12950,-12250,-12250,-11970,-11760,-12250,-13230,-14140,-14980,-15820,-17360,-19740,-20510,-16520,-7350,5740,18200,27160,32550,34650,35000,35910,38990,44380,50610,55370,58310,0
268,58310,54460,47810,41160,36190,33810,34370,37310,41510,45850,48930,50820,51870,51450,49420,49700,49770,50260,50820,49910,47460,44450,40670,35770,30310,24990,20370,16240,12460,9520,7420,5740,3360,1330,420,-1190,-4200,-8190,-12390,-16520,-20860,-27230,-33460,-36330,-35980,-35420,-34930,-34510,-36400,-40040,-41020,-39690,-36890,-33530,-32060,-37240,-64680,-78190,-89180,-95480,-96250,-92750,-87080,-80920,-75390,-70560,-68810,-69020,-69860,-70350,-69440,-66920,-62930,-57260,-50610,-44660,-40250,-37310,-36330,-36820,-37800,-38150,-36400,-33390,-28980,-23730,-19180,-16100,-14980,-15610,-17500,-21070,-26040,-29470,-27440,-17360,210,47950,67970,80570,85960,85680,83090,81060,79380,76790,71540,63070,52640,42000,32970,26180,21140,17990,17500,18620,21140,26180,33740,42350,50050,55580,58870,59290,57260,54460,51660,48930,46200,43120,39550,35770,31850,28280,25270,23450,22960,25270,26810,28210,27440,23450,16730,8050,-2310,-13650,-23870,-29050,-31150,-31150,-29050,-24010,-18900,-14700,-9870,-5530,-1680,490,-490,-6580,-16380,-30170,-46620,-61740,-71470,-74200,-71960,-67550,-62650,-57470,-52290,-47460,-44170,-41790,-39130,-36330,-34020,-32060,-28070,-27440,-27860,-28770,-29050,-28700,-27510,-25690,-24010,-22260,-21210,-21000,-21700,-22750,-24360,-27580,-33390,-42350,-52640,-60550,-60970,-50890,0
269,-32060,-8330,15190,34020,45850,53200,60550,66080,69090,69930,69020,64890,56140,42560,27510,15890,9730,8610,11200,23310,31920,41160,50960,59220,64540,68180,70770,71820,70350,66920,62300,56770,50610,43960,37240,31920,29330,28700,28910,28770,27860,26320,24920,24220,24430,25270,26460,25760,22050,16240,9590,2800,-4060,-11200,-17710,-23030,-25970,-27790,-31290,-36960,-43330,-42140,-37170,-29330,-20090,-13090,-11550,-17430,-30450,-47390,-65450,-80080,-88900,-91490,-90300,-85960,-78470,-69510,-59010,-49770,-43680,-40110,-38640,-37870,-38430,-39830,-40180,-39410,-38710,-38080,-37100,-35420,-33880,-32760,-31850,-29960,-27230,-23940,-20720,-18480,-14630,-13650,-13300,-13370,-14630,-17710,-19950,-17920,-9730,4200,20230,33390,40040,39690,36960,35770,36610,39480,43610,45290,43050,38920,34790,31850,30800,31640,34300,38010,42280,47250,52150,57190,62720,67900,71190,72310,72170,70770,69300,67620,65870,64540,61180,58450,55020,50680,45990,41580,37100,33530,31220,28980,25340,19320,10080,-1470,-13440,-24290,-33180,-41020,-47110,-50960,-52430,-52220,-50960,-47460,-42980,-39200,-36330,-33950,-31500,-29470,-29470,-32970,-39900,-49280,-59710,-69370,-76860,-80640,-81200,-79940,-77070,-72870,-61600,-56560,-52710,-49700,-46410,-42210,-37310,-32130,-26810,-22190,-18480,-14980,-11270,-8190,-6720,-6650,0
270,-7840,-10850,-14840,-17570,-17920,-16800,-15750,-16030,-18060,-22960,-29260,-32200,-28070,-16380,560,19460,37030,49700,56140,58520,58870,59360,59780,59850,59010,50120,42210,35140,31220,30380,31080,32620,34370,36190,38150,40530,42910,44870,46130,46410,46060,44240,40670,37170,34580,31780,29260,27930,27160,27020,26600,25620,24780,24010,22750,21350,20510,19810,19880,19810,18690,14840,8260,840,-4970,-8190,-14280,-16800,-21210,-26600,-31500,-35280,-38150,-40950,-43680,-45780,-46270,-43470,-37730,-30590,-23730,-19180,-18970,-23030,-29470,-36540,-43120,-48370,-51800,-52710,-51660,-50750,-50820,-51870,-52850,-52850,-50610,-46270,-40530,-34720,-29330,-23590,-17710,-12740,-9590,-8190,-8890,-10010,-10360,-10360,-9730,-8750,-7840,-7770,-10080,-16590,-24640,-29750,-28140,-17500,-140,17150,29260,34510,33740,31570,31920,36120,43120,51520,58940,63630,65660,66150,65590,63840,60760,57050,54250,52850,51940,50470,48790,46830,44170,40810,37450,31010,28490,26250,23660,20860,19110,18130,17220,16310,15120,13510,11550,8330,3640,-980,-4060,-5950,-7490,-9310,-11620,-15050,-20020,-25970,-33740,-46130,-58100,-63560,-63350,-57820,-48440,-35210,-21420,-10010,910,10290,15890,17640,15820,9170,-1750,-15050,-45710,-56490,-59430,-56070,-52500,-48930,-43330,-36750,-31710,-29120,-28420,-28700,0
271,-29750,-31570,-32970,-32410,-31150,-28770,-25970,-22890,-19180,-15400,-12040,-9800,-8540,-7560,-6440,-4970,-3500,-2450,-1960,-2030,-2450,-3640,-6230,-8610,-8400,-3710,5530,17080,27510,35630,42350,43540,46340,51380,57260,61670,63070,61040,56280,49980,44100,40670,40110,41020,41720,41090,38850,36610,35000,33460,31990,30800,29820,28980,28630,28700,28490,27020,24640,22750,21210,19390,17710,16100,14280,11620,8680,6860,5040,2380,-1050,-5390,-13930,-17360,-21000,-25480,-31220,-36890,-40670,-42840,-42910,-42070,-40250,-35980,-30730,-25900,-21700,-16450,-9170,-770,7210,11620,10010,3080,-6510,-15890,-23170,-27720,-29540,-28630,-26460,-25130,-25340,-27300,-31080,-35210,-37170,-36540,-34580,-31220,-27300,-24430,-23730,-27370,-30310,-33110,-34930,-34930,-34440,-34300,-35350,-37380,-38920,-39340,-38850,-38570,-39760,-42210,-43960,-42700,-35630,-23520,-9310,4480,14350,18130,17990,17640,18970,22120,26600,29960,30380,27440,22120,16660,13650,13860,16450,20020,23450,26040,27720,28700,29610,32200,34020,35420,35840,34650,32620,30520,28210,25550,23100,20790,18270,16030,14630,14280,14910,15260,15540,15820,16170,16240,15610,13790,9170,700,-12320,-27720,-41580,-49490,-48860,-43120,-34930,-28070,-22260,-18620,-16730,-14560,-12740,-9520,-4340,-770,-12460,-25690,-39620,-51660,0
272,-60900,-66570,-67130,-62860,-55020,-45430,-35910,-28350,-24220,-23800,-25480,-27930,-30310,-31290,-30100,-27440,-23800,-19740,-16240,-15120,-15330,-14490,-12320,-9170,-6230,-4550,-3430,-2590,-2240,-1680,-910,-700,-1960,-5880,-13720,-19530,-18130,-7280,32200,49350,58380,60620,59500,56840,55930,58800,64960,70980,72730,67620,57470,45150,35140,31220,32620,37170,43960,51660,58730,63980,65310,63140,57540,50050,42910,37520,34370,33110,33670,35000,36190,36540,35700,33600,30870,28280,26670,26180,26390,26670,25830,23660,20510,17500,14280,10430,4620,-4620,-15190,-25340,-32130,-31570,-27440,-22190,-17500,-13230,-9730,-6440,210,10780,21840,29960,33530,31920,25620,16520,5670,-6020,-14420,-16170,-12670,-8120,-4550,-2030,-210,980,1330,840,420,210,350,1190,1960,2800,3290,3640,3850,3570,2450,1050,-560,-2940,-6090,-9380,-11970,-13230,-13930,-14490,-15610,-18690,-25340,-34090,-40180,-40460,-32620,-17360,980,16310,22890,21280,15750,9520,7350,11270,19320,27580,32550,32760,28910,23520,19600,18830,20720,29400,36190,40950,43400,43750,41930,39620,38500,37590,37310,37170,37100,36610,34930,31850,28000,24570,22470,21840,21840,21630,21000,20020,17990,14770,10570,6650,3290,0,-3080,-7630,-15260,-25830,-38360,-49560,-53830,-51100,0
273,-44450,-35700,-27440,-14210,-6930,1750,10710,17710,21140,20300,14980,5320,-5530,-16870,-27020,-31080,-28560,-23100,-16170,-7630,1470,7070,8960,7420,3570,-1750,-7000,-8960,-7420,-3920,-210,2730,5460,6230,6930,8400,11200,15470,20650,25130,29050,32340,34720,36120,36120,35280,32970,29190,25900,25970,32340,44940,58520,68810,73220,72450,69510,67340,66920,67340,66640,64820,61600,56770,50540,43750,39130,39060,41860,45570,50050,55720,60970,63910,63630,60900,57470,54110,51170,48440,45500,42000,37380,32200,28980,25760,25480,25760,26250,26320,24500,22890,21700,20020,17360,14490,9590,2170,-5250,-10430,-13650,-16030,-19110,-23240,-27090,-30100,-33600,-38640,-44940,-49980,-50120,-44100,-33180,-18900,-3990,7840,13440,12670,7140,-490,-8540,-16100,-21490,-24080,-24850,-22750,-20860,-19600,-18200,-16590,-14420,-11760,-8330,-4410,-490,3010,5880,7140,7420,6930,5740,4130,2310,-70,-3220,-6720,-10780,-14560,-17640,-19460,-20230,-20580,-20300,-19670,-18760,-17920,-16520,-13440,-10710,-8820,-3850,7070,22120,38500,53130,61810,61530,57610,51170,41860,27720,9100,-7770,-16870,-18830,-16940,-12880,-6090,3500,14420,25830,38150,49630,58730,63490,63280,60340,56420,51870,46760,41930,37940,35420,33810,33390,33180,31780,28700,24780,21420,0
274,18760,16170,14560,14420,13230,10150,5530,-5110,-11690,-18620,-20650,-15890,-10010,-8890,-13230,-19880,-25200,-24640,-16170,-1820,13300,25340,29960,26040,15470,2940,-9100,-20790,-30240,-34440,-35000,-35000,-34230,-31430,-26950,-21000,-13930,-7420,-2660,910,3920,5600,6300,6930,7980,8750,8890,8260,7700,8540,8820,8680,7350,4200,-490,-6580,-15050,-25830,-35140,-37870,-32340,-19740,-3640,11130,22190,27020,25620,22540,22260,26670,35700,45640,52430,53830,51030,46340,42000,39480,39410,42000,46480,52220,57680,61180,62020,60270,57330,53900,47740,46970,47880,48370,47250,44590,40740,35770,30590,27090,26250,26880,27370,26670,26040,24920,22330,19110,16170,13720,11130,8540,5880,1960,-2240,-8190,-17850,-30240,-39830,-43260,-42210,-37170,-29330,-22470,-16870,-9870,-1820,4900,8190,8820,6160,-16450,-31920,-48020,-61740,-68040,-67410,-62720,-55790,-48090,-40320,-34160,-30030,-28700,-27580,-25690,-23520,-21210,-19180,-17150,-15610,-14420,-13720,-14000,-15330,-16730,-17360,-17640,-17500,-16590,-14910,-12880,-11410,-10710,-11270,-13930,-18970,-25130,-28490,-24430,-11480,4830,31920,37730,38360,36540,34580,34790,38640,44100,48160,50400,52010,53550,54810,55370,55580,55370,54460,53060,51660,50890,50400,50260,51030,51800,52220,51730,50470,48580,45780,42420,0
275,39200,35980,32690,30100,29260,30030,30870,30870,30030,28140,25620,24010,23590,21630,16870,9870,1400,-10850,-26320,-39550,-44660,-42350,-36750,-31710,-28420,-25550,-21630,-17290,-13020,-8330,-4130,-1890,-3430,-10570,-21770,-32970,-40460,-42980,-41650,-37660,-32480,-26460,-22750,-20580,-18690,-18060,-19600,-22960,-27090,-30800,-33460,-34230,-29470,-25340,-20930,-17010,-13720,-10220,-7140,-4830,-3780,-3780,-4200,-4620,-5250,-5670,-5950,-7910,-11900,-14840,-13720,-6790,5390,20440,34720,44870,48160,47040,45850,47110,50820,55090,58800,61320,62160,60550,56490,50540,45010,40950,39620,40950,49070,53550,55860,56280,55790,54460,52710,51240,49910,48650,47180,45500,43820,42140,40460,38150,35490,33460,31500,29400,27720,26390,24710,22330,20020,17990,15680,12250,7770,2590,-3780,-11410,-20300,-30800,-40320,-45990,-49350,-52780,-57400,-62020,-63630,-54110,-45290,-33880,-22470,-13860,-10920,-14980,-24360,-35420,-45430,-53620,-60480,-64120,-64470,-63490,-61740,-60270,-58380,-56210,-54880,-54390,-53550,-51590,-49070,-45990,-42140,-37870,-32900,-27650,-23100,-20860,-20860,-21980,-23940,-25970,-27650,-28910,-29050,-28840,-29120,-31220,-39830,-39830,-32410,-16940,2800,20090,30100,32830,31220,30800,34930,43190,53480,62510,66780,64890,58310,50050,42490,37100,35350,37450,42070,48090,54180,60060,0
276,65660,70000,72450,73710,74060,73150,71400,69020,66640,64400,61740,59150,57120,54740,51310,41510,36260,30520,27370,24990,21980,19530,17430,13230,6510,-1260,-10150,-19740,-28700,-36400,-41510,-42630,-41440,-38010,-32620,-26250,-19950,-15120,-9240,-3640,700,2800,1750,-3290,-12040,-23800,-38150,-51590,-59780,-61250,-58450,-54810,-51100,-46410,-41160,-36750,-35000,-36890,-40530,-44520,-47320,-48650,-48930,-47950,-45850,-42630,-38780,-34230,-28910,-23310,-17920,-13720,-11480,-10010,-8820,-8750,-10220,-12600,-15260,-18760,-22960,-26530,-25830,-18550,-4060,14910,33460,47600,54390,53340,47880,43050,42000,45080,50890,56140,56980,52780,45290,32130,30870,32900,37730,44240,50400,55300,58870,60830,60970,60620,59360,56350,52080,48440,46130,45290,46410,48650,51100,53480,55300,56280,56280,55090,53340,52010,49980,46550,43050,38290,31360,22750,13790,4410,-5110,-15820,-26810,-36330,-43120,-45640,-46830,-44940,-43330,-42420,-41930,-40110,-36120,-31010,-25970,-24080,-27020,-33600,-41510,-47950,-50960,-51800,-50330,-46270,-40810,-34510,-28350,-23450,-20090,-18340,-17920,-17990,-17570,-15540,-11620,-7070,-3570,-1820,-1330,-1750,-3220,-5390,-7210,-7840,-6790,-5040,-3570,-3220,-4410,-8960,-10990,-13440,-17290,-22820,-28770,-29540,-21000,-5390,11900,27790,41160,51100,56210,56490,54250,52360,0
277,51030,47950,42210,34300,24150,13860,6510,4760,8680,17080,28560,41720,55580,67270,76860,83790,86310,84700,81550,78540,76020,73570,71470,68460,57120,50540,44170,38430,33880,30520,27930,26740,27510,28490,27650,24780,19040,9940,-1890,-14490,-26110,-36400,-43750,-46760,-47250,-48720,-50050,-49840,-50330,-51030,-51240,-50890,-50260,-49560,-49350,-51870,-58520,-68110,-77770,-86660,-94290,-97020,-93730,-86310,-77700,-68880,-52710,-46340,-41090,-36330,-31640,-26390,-21210,-16520,-13160,-11830,-11690,-12390,-13650,-14980,-15680,-15190,-13790,-11270,-7420,-3010,630,2310,1260,-1750,-4060,-2590,7770,25410,44450,59430,67550,69090,66010,61040,56630,53900,53970,55090,54250,50540,38500,34790,35420,40180,48650,59570,71400,83020,91980,97020,98350,97090,92890,87430,82460,77770,73710,69090,63350,56630,49070,41510,34860,29190,24640,20790,17430,15050,13160,10430,7560,4970,1190,-4410,-9940,-15890,-23590,-32760,-41300,-46200,-45500,-37870,-36330,-37730,-41020,-44800,-47320,-47740,-44730,-38500,-32620,-33110,-41020,-52780,-63910,-72240,-76370,-77070,-74060,-68250,-61740,-56140,-53060,-52150,-52780,-53550,-54180,-55440,-56630,-56140,-53620,-49910,-45430,-40250,-34580,-28980,-23520,-18900,-15820,-14140,-13580,-13510,-13720,-15190,-17920,-22050,-27860,-34650,-40180,-39620,-31220,-16520,2240,20580,0
278,35630,45710,50890,53830,56840,60200,63070,64330,62790,57120,46130,34090,25340,23520,28700,37380,47950,59360,70840,81480,89250,93450,94640,94360,93520,91980,89740,86240,81830,68810,61250,54250,48510,43330,37870,32760,28560,24780,21840,19320,17010,14770,12110,8120,2660,-5250,-15960,-28000,-39480,-50400,-60970,-66710,-66430,-62510,-57120,-52010,-45220,-37240,-30170,-23030,-16870,-11620,-6300,-1190,280,-4760,-15330,-29610,-43890,-54950,-63140,-61530,-58590,-55160,-51240,-46900,-42700,-38290,-33530,-28770,-24360,-19810,-14980,-10570,-6790,-3570,-700,1260,1750,980,-630,-3220,-7280,-12110,-16590,-19810,-21630,-22750,-24850,-28630,-31990,-31220,-24500,-12670,2310,18060,32340,42630,48580,50960,53270,57610,71540,79380,83790,80430,68670,51520,32340,16170,6370,4970,11480,22050,33040,41510,47180,49630,50050,48790,47040,46760,48020,49630,51800,53900,54180,51800,47250,41230,33670,25550,18270,13090,11060,11130,11480,11410,10570,7980,3920,770,280,980,-1330,-4760,-8890,-14560,-22750,-31710,-40320,-49070,-57540,-62860,-63980,-61390,-56210,-49560,-43400,-39760,-38080,-36400,-34090,-31080,-27580,-24080,-20790,-18830,-18900,-21210,-24780,-28350,-31710,-34440,-34300,-31570,-28210,-25970,-24850,-24430,-24570,-25200,-26110,-27230,-28910,-33320,-36680,-40250,-43470,-46900,0
279,-50680,-54460,-58240,-62090,-65800,-66500,-60340,-43960,-20650,2520,20720,36820,48090,48300,40810,32410,24290,16240,10220,8680,12250,20930,31780,40250,45780,50470,54880,58870,62860,67760,72660,77000,80990,85190,86100,82320,63280,50540,36330,23590,14700,8820,4900,2450,1610,2170,3780,5460,6090,5460,2730,-2660,-10360,-19180,-27930,-37310,-47600,-54530,-56070,-52850,-46480,-37660,-27790,-18970,-11410,-5460,-1470,70,-2170,-8540,-19390,-32340,-44030,-52220,-56700,-58240,-56840,-46900,-42840,-40180,-38430,-37310,-36960,-37870,-38850,-38780,-37170,-33950,-29960,-25970,-21280,-16240,-12390,-10080,-10010,-12460,-16870,-22470,-28070,-31990,-33600,-32970,-31920,-30800,-28770,-26530,-25480,-26880,-29750,-30380,-24010,-8610,13230,37450,57330,69370,72660,69440,64190,59430,58170,54600,48720,40810,33460,29470,29330,32130,37310,43820,50680,56840,60760,62580,63420,63700,62790,60970,58240,54180,48580,41300,32970,24010,15260,7350,840,-4340,-7840,-9310,-8260,-5530,-2590,-280,490,-1330,-5600,-11550,-18200,-25970,-46200,-55930,-62650,-67200,-67690,-63280,-53340,-38290,-21490,-5180,9240,19040,22120,17220,4690,-13650,-34790,-54040,-68670,-76510,-76720,-72450,-65940,-58520,-50680,-43190,-36330,-29820,-23310,-16800,-9520,-1680,6370,13790,19740,23590,25340,26040,25620,23660,0
280,20370,16240,9870,8260,8610,10010,10780,8050,1610,-6230,-11970,-12180,-6370,1190,7490,11900,14630,15890,16660,19320,23870,29050,33180,33950,31500,26950,21490,15610,10570,9170,11060,14840,19390,23730,26670,26530,23450,19530,15470,11620,8540,6510,5880,8120,10080,11760,12180,11410,10080,8470,6230,3430,210,-3570,-7770,-11970,-15120,-17780,-21420,-26460,-32340,-39130,-46340,-50890,-52920,-55440,-55790,-51800,-41510,-26530,-10990,2940,14560,19110,17150,8540,-5670,-25620,-49140,-72240,-90370,-100660,-103040,-99540,-92190,-82110,-57330,-46410,-38360,-33250,-31010,-31500,-33600,-37660,-42210,-44730,-44100,-40740,-36120,-31360,-27370,-25620,-27790,-32200,-36050,-38150,-38010,-35980,-32690,-29680,-27370,-25760,-24570,-23870,-25060,-29330,-34300,-34580,-26250,-8330,15680,38360,53480,59780,59570,57540,58310,63350,74060,73710,67690,57610,45990,37940,36330,39970,47250,55370,61250,63980,63280,59640,54530,48930,43680,38220,32690,28070,23940,19600,14980,11060,7910,5740,4970,5110,5250,5390,5250,4130,2590,840,-1400,-4130,-7210,-9450,-11200,-15540,-24990,-63280,-83370,-97650,-105560,-107030,-100940,-87360,-68460,-48860,-33810,-24360,-19250,-18130,-19390,-20370,-19950,-18060,-15960,-14070,-12740,-14420,-17920,-20930,-24220,-26250,-25620,-22400,-17150,-10990,-6930,-4060,0
