,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
172,45570,44520,39060,42420,42210,52990,53060,46060,40670,38500,35630,32270,29960,28630,26810,24220,20790,17430,15120,13440,11200,6930,-560,-11340,-36330,-47110,-57190,-66150,-73220,-79170,-83930,-87150,-88760,-89810,-91350,-93730,-97790,-102270,-105840,-109620,-112700,-114590,-115780,-116060,-114520,-111720,-108780,-106610,-105140,-103740,-102340,-100520,-97370,-92750,-86590,-78890,-69930,-60830,-52430,-45010,-38640,-33320,-24010,-18970,-13440,-8470,-3430,1470,5810,11200,19040,28770,38990,47530,52430,53970,53410,53550,55160,57190,58380,58100,56980,56910,59220,63490,68250,72310,75250,78050,81550,85260,87990,89180,89180,88550,87500,85750,83580,78330,76020,74410,73430,72520,71260,69510,67200,64400,60690,55860,49840,43400,36680,30380,25270,21070,17010,13020,10080,8960,8680,7070,2730,-4130,-12600,-21560,-29680,-36820,-43330,-49910,-57190,-64260,-69510,-72030,-75110,-80080,-85330,-95620,-100520,-104300,-107310,-109270,-109620,-109270,-109550,-110600,-111160,-110810,-110040,-108360,-105210,-99960,-92680,-84210,-75530,-67200,-59640,-52360,-44940,-37520,-30520,-23380,-15750,-7630,-490,5180,9800,13300,15610,18270,22400,27230,31430,34090,35420,36260,42280,48720,54600,59010,61600,63000,63070,59640,57120,56140,54600,53900,54040,54110,53480,52220,49910,45360,43680,42700,40810,38640,36960,36190,0
173,35840,35420,35000,34860,34930,34440,32830,30380,27720,24710,21140,17710,14700,12460,10290,9800,9030,9520,11760,14210,16940,18900,18620,15470,9940,3990,-1330,-5950,-10080,-14140,-18550,-23870,-29890,-36470,-42630,-46900,-49420,-51590,-54040,-56770,-58940,-60970,-62930,-64680,-66430,-68810,-71190,-74410,-78610,-82390,-85260,-87710,-87570,-83580,-77490,-69580,-59920,-48720,-36750,-25200,-14560,-4480,4550,11620,16800,19110,17780,15120,14980,19740,28770,39410,49630,57540,60970,59710,55720,52010,48930,45220,40950,37800,36820,37940,40810,45570,52080,59220,66430,72240,75530,75390,72800,69160,65240,61670,58870,57190,56070,55160,53900,52290,50890,50050,49140,47880,46130,43540,40180,36330,32060,27300,22470,18270,14910,11900,9240,7630,7000,7000,5530,210,-8540,-19740,-30170,-37800,-43540,-49000,-56280,-73990,-81270,-85820,-87920,-88480,-88340,-88480,-88200,-87640,-87500,-87710,-88550,-89460,-90230,-90370,-90860,-91630,-91070,-88760,-85190,-81340,-77560,-72660,-66080,-58590,-50960,-44590,-36190,-28280,-18480,-5390,4970,13720,22820,31080,37450,42490,47040,51030,60900,66850,71960,75530,76720,75250,71680,67900,64820,62300,59570,56210,53550,52850,54180,56490,59640,63910,68880,73570,76370,77280,77140,75810,73080,69300,64890,60480,57050,54600,52640,51100,0
174,49910,48510,44030,46410,50960,51170,43330,27230,21210,14070,9800,9940,9240,13370,21770,29540,31920,29540,25690,20720,14910,8260,3990,3780,4760,2660,-2380,-8470,-14840,-21560,-27860,-33180,-38360,-44450,-50750,-55860,-59710,-63280,-66990,-70630,-74200,-77840,-81410,-85750,-90580,-93940,-98140,-95900,-96040,-94220,-89460,-91490,-93030,-91350,-88690,-85890,-81130,-73850,-65100,-56140,-48020,-41020,-34580,-27930,-20510,-13230,-6720,-1330,2380,4830,5950,5880,6370,8540,11760,15470,18900,22470,27230,32620,38570,43680,46970,48160,47880,45710,44380,43050,41440,40460,41160,42420,42840,42420,41580,40180,37940,35840,34020,31570,28560,25690,23380,22470,22050,23030,25480,28140,31570,35770,39550,40250,39200,37450,35070,31780,27510,23030,19250,16030,12180,9450,7000,-2940,-8890,-15540,-22470,-29470,-36260,-42910,-49560,-54810,-58660,-62230,-64680,-65310,-64750,-63840,-63700,-65030,-67340,-69860,-72800,-76090,-79240,-81410,-82320,-82530,-82530,-81760,-79800,-76510,-71540,-65870,-59920,-53690,-46970,-39410,-31080,-23310,-14770,7910,19880,30800,36610,40880,45500,49560,52080,53270,53270,51310,49490,49000,48860,49070,49630,51100,53620,56840,60270,62510,62860,61110,57750,53270,47950,42420,37240,33670,32480,33250,34510,35910,37170,38150,38640,37940,36260,34230,0
175,30380,28560,26670,25340,24920,24780,24850,24640,23870,22120,19180,14350,7140,8470,9520,9590,9730,12530,16450,18830,19250,19390,20650,21350,17990,9170,-3570,-16310,-25410,-31570,-36890,-42770,-49560,-56140,-63210,-70350,-76370,-81760,-91070,-94500,-97580,-99680,-100520,-101220,-101570,-101360,-100100,-97370,-93380,-88130,-81340,-73360,-64750,-56210,-47810,-39270,-31010,-24150,-17290,-9310,-210,9380,18550,26390,32760,37590,40950,43610,45640,45570,42350,38780,37310,39480,44030,48720,58870,63980,67690,69650,68460,62860,52920,40880,28630,17500,8120,2030,-280,-140,1470,3500,5600,7140,7910,8190,8190,7910,8190,9520,11690,14280,17430,19670,21070,22260,23590,24920,26110,26740,26600,25480,23380,21000,18760,14140,12250,10360,8820,8750,8120,7770,7490,5600,1470,-5110,-12110,-16870,-19670,-20930,-20370,-18060,-14840,-11130,-7700,-5250,-4480,-7630,-14420,-21910,-29190,-36190,-43680,-52220,-61950,-72170,-82110,-91420,-99470,-105770,-109410,-109410,-105910,-91070,-81200,-70700,-59780,-49140,-39060,-29820,-21070,-13160,-5530,910,6510,11690,15610,18970,25060,34650,44520,55580,65100,71960,70420,61460,51940,46200,45290,45710,44870,43960,43260,44730,47460,50750,54250,58520,63210,66920,69300,68880,64960,58520,50540,41580,32410,24290,18760,15890,0
176,14980,15750,17570,19460,21070,22470,23240,23240,22890,22260,22050,21980,21770,22050,22680,23450,24920,26880,30520,36120,40880,43470,42140,36750,29120,23170,21490,21840,23310,24500,21000,15330,7840,-1190,-10430,-21000,-32760,-44100,-54950,-65450,-74900,-83510,-91280,-97860,-102410,-104860,-105210,-105280,-102690,-98000,-92330,-86030,-79660,-73990,-68460,-63140,-57820,-49560,-41090,-30660,-20440,-11480,-3920,2030,7140,12040,16450,22960,27230,32620,37240,41440,45430,49070,51940,55650,61180,68600,75810,81060,83650,83300,81690,80430,79240,77630,75460,73290,72380,72590,73080,73150,72170,70280,67410,63350,59150,55090,51310,47950,45220,43330,42560,42420,42560,42070,40530,37800,34510,31010,27230,23100,18620,14000,10430,8750,8750,8960,8190,6650,5460,5250,5250,4830,2870,-1960,-8680,-14910,-20020,-26040,-31850,-35980,-37940,-38710,-38780,-38710,-39760,-43890,-51660,-62090,-73640,-84350,-93030,-105280,-109970,-114170,-118720,-123690,-128450,-131530,-132160,-130340,-125510,-118230,-109340,-99190,-88130,-75670,-61110,-43890,-21140,7840,38150,62790,77630,84630,84490,78820,69370,58870,49910,45150,43470,41860,39130,34090,26670,17710,10430,8050,10570,21070,27370,35000,44100,53970,63700,72100,77980,81760,84910,87850,90230,92680,95970,99540,102200,102900,100310,92820,0
177,81550,69580,59920,53060,48440,45010,41790,37940,33600,28770,24010,20090,17150,13860,9870,5880,1750,-3010,-7910,-15540,-20020,-23100,-25200,-28700,-35420,-44170,-52640,-60130,-67410,-73150,-76720,-78890,-81550,-85470,-89110,-91350,-92120,-91700,-92190,-93660,-94850,-94850,-94080,-93590,-94150,-96110,-99470,-104160,-108570,-110320,-108850,-104650,-97440,-87780,-76370,-63350,-49840,-20930,-8260,2310,10990,17360,22260,26950,32130,37240,41090,43400,44240,44590,45430,46970,48440,48860,48790,49490,51730,54390,56560,57680,57120,54810,51380,48160,46410,46270,47320,48580,50820,53970,57470,61320,65380,69020,71750,72730,70000,64890,57470,47670,35840,22260,6930,-7560,-17220,-19740,-16730,-11410,-8120,-8750,-12040,-16660,-20930,-23450,-24780,-25620,-26110,-27230,-28140,-28070,-28560,-29470,-31010,-33740,-37240,-40600,-43470,-45430,-46270,-46830,-47390,-48510,-50120,-51100,-51870,-53410,-55370,-56560,-57120,-57470,-57260,-56630,-56700,-57890,-59500,-60900,-61950,-62370,-61950,-60900,-58800,-56000,-52640,-48790,-43960,-39130,-34370,-29120,-23450,-16660,-8680,70,9100,18410,26950,33390,38150,41860,45150,50190,55580,57470,56770,50400,46620,44170,44170,45150,45430,44940,44170,43470,43400,44450,46550,49350,52290,55160,57470,59150,59990,59360,57610,56000,54040,51800,49630,46480,42140,36960,0
178,30870,24780,19880,16940,15750,15680,15680,15470,14560,13090,12250,13020,18480,21210,22400,22610,21630,19740,18830,18690,17570,14630,8190,-1890,-12530,-21350,-29120,-36470,-43470,-50540,-58170,-65170,-72030,-79450,-85890,-90860,-94920,-98140,-100380,-100800,-99330,-96460,-93240,-89670,-85890,-81760,-77770,-74200,-70630,-66710,-56980,-51030,-44520,-37660,-30450,-22890,-15120,-7630,-280,7070,14070,20720,26530,31150,34370,35700,35420,34090,32480,32690,34720,37030,38290,38990,40880,44590,49280,52640,53270,50960,46340,40320,34090,27790,21910,17640,15750,15820,15820,14630,13020,11130,8400,5250,2310,0,-910,-280,1050,2310,3850,6300,9520,13020,16310,18760,19810,19810,19040,17430,15120,12670,10150,8050,7350,7350,4340,4970,2450,-770,-3850,-8610,-13300,-17220,-19670,-21000,-21630,-22820,-24150,-24640,-23800,-23590,-26740,-32620,-38710,-44170,-49840,-55930,-61390,-64820,-66220,-67130,-68740,-70420,-70770,-69440,-67340,-65170,-62650,-58940,-54040,-48230,-42070,-35280,-27930,-20020,-11410,-2450,6790,15750,24570,33250,40530,46270,50470,52710,52780,53550,54530,54460,53270,51170,48790,47600,48790,52220,56280,59290,60760,60760,60200,59570,58800,58030,57890,57750,56840,55160,53060,50260,46760,42490,38150,33950,30310,27720,26110,25130,24850,25410,0
179,26040,26600,26670,26110,23940,22960,22190,21280,19950,18130,15960,13790,11620,9170,6440,4410,2870,490,-490,-1400,-4620,-10080,-17360,-25270,-32410,-38430,-44030,-50050,-55720,-59780,-61950,-63840,-65520,-66010,-64540,-62090,-60480,-61110,-63630,-66780,-69580,-71820,-79030,-83790,-86240,-86520,-85750,-84140,-81340,-77140,-71400,-64610,-57120,-49210,-41230,-33320,-25970,-18900,-10990,-2240,6860,16450,25690,34090,41440,47530,52220,55580,58870,63840,69090,72240,72030,69230,64750,60200,58170,58730,58800,57540,53690,52850,53130,54040,54810,55510,56420,57470,57960,57050,54250,49840,44590,39130,33670,28070,23030,19180,16660,15470,15260,15470,15820,15960,15750,15260,14980,14840,14910,15330,16310,17850,19810,22260,24430,25620,25200,23380,16800,12950,7840,980,-6720,-14490,-20790,-25480,-29610,-33670,-38290,-43120,-46410,-50400,-55790,-59710,-61320,-62580,-65310,-69440,-73710,-77420,-80430,-82740,-84000,-83930,-83930,-84560,-85400,-85610,-84490,-82320,-79100,-74970,-70000,-63840,-56490,-47740,-37730,-15750,-5670,4200,14770,26320,38640,50890,61950,71190,78190,83930,90090,96950,104020,109760,111720,108290,99960,88830,78820,72520,68740,65170,61600,58310,55160,52710,51520,51940,53830,56070,58100,59640,60480,60200,57960,53270,46480,38990,26040,20930,17010,14560,0
180,13510,14280,15540,16940,18900,21000,22400,22400,20930,18690,15750,12950,10150,7770,5950,4830,4130,3780,2940,1680,350,-840,-2660,-6860,-13580,-22820,-32900,-41160,-47810,-53830,-59570,-64470,-68320,-71050,-72800,-77770,-81830,-86800,-91140,-94080,-96670,-100590,-105280,-109480,-112630,-114240,-114870,-114450,-112770,-110810,-108360,-104650,-98840,-90720,-80500,-68670,-55790,-42980,-31430,-23170,-16310,-10920,-7210,-4480,-1260,3570,9100,13160,15960,19110,22960,27930,33250,38220,44870,47600,50120,52990,57820,63630,68320,69790,68390,66010,63980,63140,63700,65310,67760,70840,73850,76580,78890,80570,81060,80010,77350,73640,70000,67480,65800,63560,60130,56070,52640,50820,50050,49770,49910,50400,50330,49210,47390,44170,42910,42210,41790,40670,38640,35700,32270,28770,24500,18200,10500,1540,-7490,-16240,-25340,-33950,-41370,-48020,-54950,-62370,-69370,-75810,-81200,-86940,-94850,-103530,-110460,-115500,-120540,-124600,-126630,-126910,-126630,-125650,-123130,-120120,-116970,-110740,-105910,-100240,-93590,-84840,-74270,-62020,-49000,-37310,-27580,-19180,-10430,140,11130,20370,27930,33670,36960,38850,41160,46410,54810,61810,65030,66360,66360,65520,65730,68250,72100,74690,75390,75180,74760,75040,76090,77700,79310,80570,81270,81830,81550,79660,76790,73500,70350,67270,64330,61180,0
181,58450,57190,57890,60550,63980,66430,66990,64750,58380,47040,31430,14770,560,-9100,-14420,-16800,-17360,-17220,-17290,-18060,-19670,-21700,-23660,-25690,-28420,-32620,-38080,-43960,-49140,-52710,-53690,-54880,-55440,-55650,-56000,-56700,-57610,-58520,-59990,-62790,-66640,-71050,-75810,-80570,-85400,-90020,-93730,-96110,-97020,-96880,-96040,-94430,-91910,-89040,-86030,-82880,-79520,-75740,-71260,-65730,-58870,-50610,-40600,-28210,-14490,-1540,10010,27930,33950,38570,42000,43610,45080,48160,51940,55090,57750,60270,62720,66150,71260,77210,82460,86170,88550,88900,86520,81970,76650,71260,66010,61950,59920,59220,59080,59360,59360,59010,58030,56350,54110,51030,47530,43750,39480,31500,29050,27510,26390,25410,24080,21980,18900,15330,11760,8890,6440,3570,770,-1890,-3990,-5040,-5320,-4900,-5600,-10430,-17010,-26600,-38360,-48720,-56980,-63980,-70280,-76090,-80710,-83860,-85470,-85890,-86870,-89110,-91910,-94640,-98140,-102830,-110880,-112630,-112910,-112140,-110460,-107520,-103390,-98490,-92540,-85190,-77560,-69790,-61530,-53130,-44730,-36540,-28140,-19180,-9660,210,10290,20020,27720,33460,37450,40040,43470,51660,63770,75390,83930,89670,92330,92540,93100,95200,96110,93170,79520,72730,66640,61460,57610,56420,57610,60410,63070,64400,64330,63070,60620,56770,51450,45290,39620,35000,0
182,31850,29960,29260,29540,30660,32270,34160,34790,33040,28980,24290,20300,16380,12810,9450,6440,3990,1890,-210,-2660,-3220,-4690,-9100,-16800,-25690,-34370,-41860,-47670,-52360,-56350,-59850,-62930,-64890,-65310,-64890,-65030,-66780,-68740,-70140,-71820,-74340,-77280,-80010,-81830,-83300,-84840,-86450,-87360,-87780,-88060,-87780,-86450,-84210,-80780,-76160,-70280,-63000,-47460,-40600,-32690,-23590,-13650,-3360,6300,14840,22260,29750,38780,49490,59290,66080,70420,70910,68180,64400,61460,58870,55300,51030,48090,47600,49000,51870,56280,62510,69020,74060,77770,80150,80710,79520,76790,72730,67900,58170,54460,52080,50400,49280,48440,48020,47740,47530,47600,48300,49350,49980,49490,47600,44520,40390,35560,30800,26530,22400,18480,15260,13440,13090,13510,13440,10640,4060,-5740,-16940,-27160,-36190,-45290,-54530,-64190,-72800,-78820,-86310,-90580,-94080,-95270,-95200,-95900,-98070,-99890,-101290,-102900,-104720,-105910,-105910,-104720,-102900,-100240,-96670,-92260,-86940,-80500,-73430,-65800,-58100,-50610,-43050,-34860,-27370,-18270,-7770,840,9660,18200,22190,22820,23800,27160,31710,36400,50330,57540,61880,61880,58520,54880,52850,53620,55020,54810,54390,55230,57540,60900,64050,66010,68320,72100,76860,81760,84630,85050,83720,81480,78680,75110,71050,67130,63420,60270,0
183,57330,54670,52780,51940,52360,53620,54950,55510,52850,49840,45640,40740,35910,31080,26320,22120,17920,13230,9100,5880,3780,1820,-1330,-5810,-12250,-20230,-28490,-36470,-43330,-49560,-55790,-61880,-68040,-73570,-77770,-81130,-84350,-87500,-91420,-95970,-100380,-104580,-107940,-110950,-114030,-116550,-118370,-117530,-115570,-112210,-107450,-101780,-95620,-88480,-80500,-71890,-62720,-53970,-45290,-36050,-26040,-14910,-3640,6930,15820,22820,28210,32410,35980,39480,44240,51310,59920,68320,74620,77700,79240,80640,80850,78820,74970,70980,69230,70700,79100,83090,86310,88830,90440,91000,89880,87080,83580,79940,76020,71680,67060,62790,59150,56420,55160,54950,54670,53480,50960,46690,40530,33320,26180,20230,16030,13160,10920,9310,8470,8050,7420,6300,5320,4830,3920,-6160,-11620,-16940,-22610,-27860,-33040,-38010,-42700,-47320,-51800,-56420,-61110,-64960,-68880,-73920,-79520,-84560,-87850,-90230,-92820,-95270,-96180,-95760,-95480,-95550,-95550,-95060,-94220,-91980,-90930,-86310,-78960,-70490,-64190,-59010,-51940,-41790,-29120,-3080,9730,21840,30450,32270,26810,17010,6860,1330,5460,16800,28210,34930,37030,37310,39340,43680,49280,55160,60690,66010,70770,74760,77280,78190,78470,78750,79240,80850,82670,84000,85120,84910,83230,79450,74060,67550,61250,55440,44870,40530,0
184,37520,35770,35140,34930,34370,33670,32690,30800,28420,26670,25410,24640,24500,23660,21840,20440,19530,17150,12530,6230,-1680,-10220,-18550,-27020,-36260,-45850,-55370,-64120,-71540,-77980,-83580,-89320,-95900,-102830,-109200,-113330,-115220,-116200,-118020,-119770,-121100,-122080,-122080,-120470,-117530,-116690,-108430,-101780,-97580,-89110,-75600,-61530,-48020,-35910,-25900,-18410,-12180,-5810,350,4970,7770,9940,10920,11410,12460,14840,20020,26390,30100,30520,29610,28560,29190,33530,46410,50960,55930,62650,69930,77070,83440,88690,93170,97300,101080,104160,106400,107450,107030,105420,103110,99890,95900,91700,87360,83020,79100,75530,72800,68530,66290,66640,68810,70350,70210,67690,61320,53900,47250,42070,37590,33670,25620,21420,17500,13860,10010,6370,1050,-7630,-18620,-29820,-39130,-45080,-47040,-46060,-44030,-41930,-39900,-38150,-36610,-36120,-39060,-46620,-56420,-65520,-73640,-81480,-89670,-97790,-105280,-112630,-120190,-127960,-135100,-140840,-144340,-139090,-141540,-129150,-124950,-112840,-96250,-83160,-72380,-60340,-46970,-33880,-21840,-12040,-5180,-280,3430,6650,10080,13580,18620,26320,34160,40530,46970,54390,61810,68740,75530,81410,85190,86450,85680,83090,78960,73850,68040,62020,57330,54600,53480,51380,49140,46200,42420,37730,31990,26320,21140,16030,11690,9030,7490,6300,0
185,4620,2240,-1820,-9800,-7770,-11620,-9030,-7980,-9660,-12250,-13580,-12670,-10010,-6650,-5180,-5880,-8470,-10640,-11410,-14560,-21560,-28770,-33670,-36680,-38290,-39200,-39270,-39340,-39620,-41930,-47670,-54390,-58660,-60760,-62440,-63910,-64960,-65800,-66640,-65940,-65660,-66010,-69300,-74270,-75040,-70910,-67060,-65310,-62370,-56420,-48160,-38850,-28280,-17570,-8190,-1400,4060,10710,20020,33250,47880,58170,61810,58520,59500,62720,65450,65030,61110,55650,51240,49910,50330,49420,46480,42700,38990,36190,34300,32970,32200,32480,34580,37870,41020,43330,44520,41720,35280,41230,36470,38080,38220,32970,25410,20230,17010,14490,12530,12110,12600,11480,9380,6860,4130,1330,-980,-2100,-1260,700,3010,4480,5320,7420,9870,12040,12600,9870,4340,-3150,-11060,-17850,-22750,-25830,-28490,-31500,-34650,-37450,-39410,-39410,-38430,-39340,-42140,-45850,-49490,-52360,-54670,-56840,-62440,-64680,-66360,-67550,-67970,-66500,-65100,-61250,-56210,-54390,-54600,-53900,-50330,-44730,-37660,-29260,-19180,-8260,2170,12040,21560,30520,38640,45990,52780,59150,66220,75740,87640,100240,109900,113610,110180,100590,88200,75950,63630,49700,24710,18970,18480,21630,25970,30660,34930,38710,42070,43820,43890,41510,36190,28560,19180,9030,-630,-8400,-13440,-15820,-16450,-16380,-15820,-14560,0
186,-12530,-10570,-9240,-8470,-8050,-8120,-8260,-7980,-7420,-6860,-6300,-5460,-5810,-6860,-6370,-6230,-7700,-12950,-20580,-27020,-31290,-34440,-37590,-40880,-44100,-46550,-46970,-46270,-47110,-49420,-51870,-54460,-57470,-60690,-64470,-67830,-69930,-72170,-75110,-78680,-81760,-83930,-85330,-85750,-84700,-81550,-76790,-71120,-64260,-56210,-47250,-37940,-28490,-8540,1960,12880,24640,36400,46690,54670,59430,62580,65870,68600,69650,68040,64050,57260,48230,39410,34650,34930,37520,39690,40950,42210,44800,48720,53130,57120,60340,62720,64610,66640,68810,70560,71260,70770,69440,66850,64050,61810,58240,55930,52850,49840,47600,45990,44380,42560,40810,38640,36260,33460,30380,27370,24360,22050,20090,17780,15470,12740,10010,8190,7350,5670,1890,-4620,-14420,-25970,-36680,-44590,-50260,-55160,-60270,-65590,-71190,-76510,-80780,-84630,-93240,-97510,-102410,-106960,-110180,-112490,-114520,-116830,-118930,-119630,-118930,-117530,-115220,-111860,-107310,-101780,-95060,-87150,-78680,-70070,-61390,-52710,-43750,-34230,-23940,-12670,-770,10430,20090,27930,33320,36610,37590,36540,35910,38570,43750,49280,62790,72100,81970,91350,99190,105070,108920,111090,111300,108710,103740,97790,91770,86660,82600,79870,77770,75740,73920,72310,70490,68390,66010,63350,60900,59360,59290,60550,63420,67270,70490,72240,0
187,72450,70700,67410,63280,58100,52010,45290,30940,24430,18620,12460,5740,-560,-6650,-13510,-21840,-31710,-41790,-50890,-59220,-67480,-75600,-83090,-89180,-93450,-94640,-93310,-91420,-91140,-92120,-93940,-96740,-101150,-107310,-114100,-120540,-125860,-128170,-128240,-127260,-126140,-124810,-122500,-118440,-112910,-98840,-91070,-82810,-76440,-64680,-57890,-50050,-38080,-29890,-25550,-19600,-11410,-3150,4060,9450,13090,15540,19250,25900,32410,35980,37520,38640,38990,40670,45220,49770,51730,50610,48440,47530,49280,53970,61250,69370,76020,79870,81270,81340,78610,74550,70280,66850,64190,61670,59640,58450,57960,57050,56070,55860,57610,62020,66430,67900,69790,71610,71260,68740,65590,61950,57960,53410,48090,42140,35420,28000,20160,12740,6790,2450,-2660,-10010,-18480,-26460,-33810,-41160,-52990,-57050,-59780,-61740,-64750,-69720,-76440,-83580,-90090,-95480,-99540,-102550,-104440,-105560,-106680,-108010,-108850,-108710,-108150,-107100,-104580,-100870,-96250,-94010,-80500,-73360,-65800,-55020,-45990,-38850,-32130,-25060,-17010,-8260,1330,11550,21000,28280,36190,38990,42070,45570,49840,53900,57540,61250,63770,63980,61600,58100,54600,49560,42490,35700,31010,28210,27230,28350,31220,34860,38640,42910,47040,50260,52430,53410,52780,50890,47180,43610,39760,34230,29470,37240,36330,37730,37660,36610,0
188,36190,34720,32830,32270,31710,29680,26460,22820,19390,16660,14770,13090,11760,10220,8680,7980,8610,9590,8260,3290,-4270,-12390,-19320,-24850,-29820,-34300,-39270,-45010,-50400,-54180,-56070,-56350,-56000,-56420,-58170,-60270,-64190,-66290,-67970,-69510,-70630,-71330,-71890,-71960,-71470,-70140,-68110,-65450,-61950,-57470,-52570,-47600,-42420,-36680,-30380,-23730,-16520,-8400,630,9800,18410,26180,32270,36120,38640,40810,43960,49280,56070,62370,67060,69720,69790,67270,58520,55230,51170,44730,37450,31010,25970,22400,20790,21350,23730,27370,31640,35350,38150,40320,41580,41930,41650,40810,39270,37240,35210,34090,33320,32900,32760,33040,33880,34860,35980,36680,36120,34930,33390,31780,30660,29890,29330,29890,30590,31290,31990,32620,33110,34020,35210,36330,35630,30800,22400,12040,1120,-8750,-17780,-26670,-35840,-45780,-56000,-65800,-74480,-82180,-89600,-96600,-102550,-107100,-110670,-113260,-114660,-114730,-113470,-111650,-109830,-108080,-106190,-104090,-101710,-95550,-91490,-87220,-82740,-77560,-71400,-63910,-55580,-46690,-36820,-25760,-14350,-3360,7140,17780,28700,38500,46200,51730,56070,59990,63700,67830,73220,79170,84630,89110,91560,90930,87710,84490,82530,80150,75180,67760,60200,54530,51170,50120,52360,56000,60060,62860,64400,64750,64050,62230,59710,56770,0
189,53830,51030,48300,45920,43190,42490,41090,40320,40740,40040,39270,37940,36540,34720,32200,29890,27440,24850,21910,18830,16240,14770,14280,14070,13510,12390,11060,8820,350,-7700,-17850,-29470,-41370,-52080,-61530,-70000,-77490,-84560,-91140,-97160,-102550,-107450,-111650,-115150,-118370,-121660,-124460,-126350,-126770,-125860,-124390,-122570,-120330,-117390,-113890,-110040,-105700,-101010,-96040,-90650,-84700,-78260,-71470,-64470,-57400,-50260,-33110,-23240,-12880,-1890,9450,19810,27370,32130,35420,37730,39060,39830,40880,42910,46060,49700,53340,57330,62020,67410,72870,77770,81690,84490,85820,84560,80570,74970,68880,63000,58170,54390,51520,49350,47740,46620,46130,46270,45990,44030,41720,39900,38080,35980,34580,33810,33600,33740,33530,32270,29820,26810,23870,21000,17920,15470,14000,13160,12320,11060,9940,10430,11970,13090,10780,3080,-7980,-19110,-27510,-34580,-41930,-49910,-57960,-66220,-74130,-79800,-85260,-88760,-92820,-95760,-97090,-97370,-97090,-96670,-96110,-95480,-95060,-94570,-94570,-94570,-93380,-91280,-88900,-86030,-81830,-76650,-70980,-64470,-56630,-47530,-37100,-25900,-14140,-2730,8050,18690,29750,39900,48020,53970,59290,65730,73290,80150,84000,79940,74130,71400,73150,74900,71750,64960,58520,53410,50260,49210,50680,54040,57470,59640,59920,58520,56770,56840,0
190,58030,57400,53480,46970,38430,27020,15470,8400,6090,5810,6160,6860,7000,6230,5110,3500,1120,-1470,-3430,-5740,-5880,-5110,-3500,-1400,560,1400,840,210,70,-1050,-4620,-10500,-18200,-26600,-34230,-39060,-41650,-43610,-45570,-47180,-48160,-47810,-45920,-43680,-42070,-41230,-40390,-39130,-39060,-40810,-43540,-46340,-49000,-51310,-53060,-54110,-54250,-50820,-47810,-44660,-41720,-38710,-35560,-32200,-28980,-26950,-25970,-25970,-28280,-30800,-29330,-24150,-18200,-13230,-9660,-6370,-2030,6580,19530,33390,45290,53550,57470,56770,53900,53060,53760,52430,48300,43750,41090,39550,38710,38990,40950,51240,57890,62860,64960,64820,62720,58870,54390,49560,44520,40250,37100,34510,32200,31360,38220,34020,28210,27860,27790,24920,21140,17780,15890,14770,13790,13020,12950,13230,12880,11760,10290,9590,10290,11900,12600,10570,5180,-13930,-23380,-30450,-35700,-40670,-46130,-51450,-55860,-59010,-60690,-60270,-58170,-56490,-57190,-59990,-62930,-64750,-66780,-69650,-73570,-77560,-81060,-84630,-87850,-90580,-90930,-89040,-86030,-82670,-79310,-74970,-68740,-62580,-56420,-49560,-41860,-33740,-14280,-3710,6720,16310,24150,29610,33250,36400,41860,50050,57960,63840,66220,65100,62720,63490,67620,69300,65100,57680,50750,45920,43680,44310,47250,50890,53900,55720,56280,55160,0
