,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
112,-6160,-6510,-7140,-9590,-10990,-7980,-910,6790,11620,13300,12950,13020,13090,12600,10780,9380,7770,5880,420,-4480,-5110,-3220,-2520,-1820,560,3640,5950,7770,10220,13580,17150,19530,21070,21280,20300,18550,16800,15750,15680,16100,16520,17010,17220,16310,13720,9100,2800,-3640,-7980,-9030,-6370,-2660,-1260,-1260,-840,630,1680,-420,-4760,-8610,-10570,-10430,-8890,-7000,-5950,-6580,-8190,-9660,-10430,-11270,-12460,-13370,-13440,-12530,-10780,-8610,-5950,-2030,3150,8190,11900,13860,14000,12250,8680,3500,-2310,-7070,-10990,-10780,-9660,-7700,-5530,-3710,-2660,-2100,-1540,-980,-490,-560,-1890,-3150,-2380,2240,10290,18830,25480,29610,31430,32550,33250,32410,29750,24430,16870,8960,1470,-4550,-9310,-12600,-14700,-15470,-14980,-13230,-10080,-5600,-700,7980,11130,15120,20790,26950,31710,34090,33390,31010,28770,27020,26110,25480,24710,23240,19880,15330,10780,6370,2590,1120,2450,5040,7630,9800,11900,13790,15260,15190,12180,5740,-3080,-12670,-21910,-29540,-34790,-37590,-38780,-37310,-35840,-34300,-33040,-32060,-31500,-31360,-31570,-31080,-28840,-24920,-20020,-14840,-10010,-6510,-4690,-4200,-4830,-6580,-8750,-10570,-11410,-11270,-9940,-7980,-6090,-4060,-1820,770,4270,8400,10220,8050,3780,1890,0
113,5600,12320,17150,18620,17290,15470,16660,17500,16030,11200,1960,-2170,-7560,-13300,-16800,-15610,-10150,-2170,6790,14560,18760,18550,16380,14210,12810,13230,13720,16310,18900,20580,21280,20930,20230,20440,21350,22540,23590,24220,23730,21490,17220,12320,8610,8260,11340,15260,12950,9030,4830,700,-3360,-7910,-12950,-17150,-19880,-20300,-17850,-13720,-9800,-8260,-9240,-11760,-14700,-17990,-20650,-21980,-22050,-20860,-18970,-17010,-15610,-14000,-10710,-5950,-840,3360,6090,6720,5320,2450,-1400,-5040,-7700,-9240,-9100,-7630,-5670,-3780,-2800,-3220,-5110,-7490,-9450,-11200,-13930,-17150,-17920,-13160,-2520,9730,21210,31150,38640,44170,48930,51800,50960,46200,38010,27860,17570,8750,2590,-1400,-3010,-2730,-840,2800,6440,8890,13020,16170,18410,19810,23800,24990,24570,23170,21630,20160,18620,17850,16940,16870,16450,14770,12880,10920,8470,5670,3570,4480,10500,21630,34090,44450,50330,51240,48510,43890,37660,28350,17010,5810,-8260,-26460,-35350,-33040,-23730,-15400,-13020,-14840,-17920,-18480,-8750,-1750,2870,1470,-980,-910,980,1820,1960,490,-2520,-5740,-9100,-12530,-15820,-18830,-20230,-20580,-20440,-19950,-18830,-17150,-15190,-13580,-13160,-14420,-16170,-17780,-19460,-19670,-16800,-11200,-3990,3360,9870,14140,0
114,16660,18760,20020,14980,8330,1330,-3150,-5530,-7490,-8680,-9170,-10080,-12250,-15470,-18760,-19880,-17360,-11970,-5110,1890,7490,10640,9870,6090,1960,-700,-2380,-3710,-3920,-2380,1540,8680,18130,22050,24430,27790,30240,31290,33530,38710,44450,37940,25340,13370,5530,3780,6090,8750,9590,9100,10710,14840,18130,17920,13020,4550,-3850,-10150,-14210,-15890,-15680,-15820,-13790,-10710,-7490,-4900,-3150,-2450,-2310,-3220,-3640,-3010,-6930,-7210,-4620,-3220,-2520,-2310,-2940,-3710,-4270,-5810,-8050,-9870,-11620,-12320,-11900,-11130,-9800,-6650,-1190,6090,13720,20510,25270,25340,22050,17710,12880,6930,280,-5530,-8470,-9240,-10780,-13230,-15400,-16940,-18130,-18830,-18550,-16870,-14070,-10570,-6230,-1190,2800,5250,5950,7770,10150,12810,16450,19880,22610,24360,25410,24990,23590,21280,18480,16310,15610,18410,26180,37170,46340,50260,48300,42770,36330,28980,18970,5880,-7630,-17920,-22960,-22260,-17220,-11060,-6440,-4480,-5600,-8890,-12530,-15330,-14280,-11900,-7560,-1680,4760,9520,11620,11620,10290,8960,8050,7910,8050,8330,8190,7560,6720,5320,3430,770,-2590,-5670,-7840,-9380,-10080,-9030,-6580,-4270,-4130,-5250,-4620,-140,6580,13510,19250,23310,25830,27230,24220,17710,8540,-1960,-11760,-19320,0
115,-24360,-26810,-27370,-26670,-25340,-24220,-23660,-22820,-21210,-18620,-14630,-8890,-1960,4760,10430,14630,17430,18760,19320,20020,21140,22680,24360,25760,25690,23240,18760,14280,10990,10360,11340,14490,14840,13860,12110,10360,9030,7490,5250,1960,-1470,-2520,770,7000,12740,14000,8890,-1330,-13510,-24850,-34230,-40880,-44730,-45920,-44660,-41020,-34580,-25760,-15750,-6510,560,4760,6090,5250,3570,1610,-910,-3570,-5600,-5460,-3360,-490,2030,3080,2940,2520,1890,420,-1890,-3710,-4340,-4900,-5460,-3150,3920,13580,23450,28840,27580,22960,18620,16310,15890,15470,12950,5670,-280,-5950,-13370,-17990,-18130,-14910,-9030,-4690,-980,1610,3710,7070,13370,13860,12320,9800,7140,5950,6790,9590,14000,19040,24290,28980,31780,32550,31220,27860,23030,18410,14350,9800,7840,9100,11830,13930,14420,13650,11270,7420,3220,70,-2730,-6160,-9310,-11270,-10500,-8890,-12390,-3220,-7420,-19040,-26600,-27300,-25340,-25270,-25900,-24850,-23310,-21420,-18480,-14070,-9170,-4900,-1400,1120,3640,3780,-70,-3570,-6370,-8610,-9730,-9660,-9310,-9520,-10290,-10990,-11760,-10640,-8260,-9100,-13370,-16310,-18200,-21210,-23310,-22120,-11550,-4200,3290,8400,10290,11760,14210,17290,18970,18130,15330,11340,6790,1470,-4270,-9240,0
116,-12110,-12740,-10990,-10080,-8400,-4620,-910,1330,3010,5460,9310,14000,18130,21140,23310,24360,24290,23520,22470,21350,19880,18130,15260,13930,12670,12320,14560,20090,26740,31500,33670,33530,30730,25060,16590,5460,-8050,-19740,-27440,-30870,-29120,-23170,-17010,-13510,-13090,-15190,-18550,-21560,-23310,-23660,-22610,-20020,-16450,-12320,-7700,-3360,-210,1400,1960,1330,-1470,-3150,-4340,-4690,-4480,-4200,-4060,-3780,-3220,-2240,-700,980,2380,3010,2520,1470,-210,-2240,-2870,490,8400,18830,28490,34650,37240,36890,34160,28980,22190,15190,8120,980,-5670,-11340,-16240,-19880,-22540,-24360,-25760,-28910,-29050,-28630,-27300,-23310,-16380,-8540,-840,6230,12460,17010,22610,29190,31500,32130,34860,37100,36120,32760,27580,20930,13720,7070,2590,2940,9240,18200,25410,28910,28140,22820,13860,5110,-1750,-6720,-9590,-8540,-3360,2870,6930,4130,-1680,-8820,-14840,-18900,-21000,-21070,-18900,-14980,-10080,-5040,210,5250,8890,10430,9800,7560,4970,2730,1330,770,700,280,-1050,-3150,-5390,-6930,-7770,-8190,-8330,-8680,-8470,-6650,-4200,-1610,560,3360,13930,21560,28910,33670,34650,32620,28350,22190,15400,8120,490,-6790,-14000,-20510,-26180,-30240,-32550,-33530,-33600,-32690,-30170,-25830,-20090,-13650,0
117,-6580,490,6790,11480,13930,14420,14070,14000,15120,14490,18130,24360,25480,24710,23030,13860,8050,1750,-1890,-630,4270,9940,14210,16240,16380,15750,14560,13300,11620,8190,2870,-3220,-9030,-14770,-21070,-28350,-35840,-42210,-46970,-49490,-48930,-45080,-38640,-30520,-22050,-14070,-7630,-3290,-980,-280,-630,-1680,-3220,-5180,-8890,-9800,-10010,-9520,-8470,-7560,-7000,-5880,-3850,-1680,140,1820,4200,7700,11620,14490,15050,14910,17290,22400,27580,28770,24220,17010,10570,5740,2450,-1260,-6440,-12530,-17640,-20650,-21490,-20580,-18480,-15750,-13020,-10500,-8260,-6020,-1120,1610,5110,9590,14980,20580,25620,29120,30170,29120,26880,24430,21910,19670,18130,16870,15400,13300,9800,4900,0,-2520,350,9520,20510,28490,31710,31080,29120,26880,23520,17990,9800,420,-7770,-12530,-14630,-16100,-18690,-25270,-28980,-32340,-34090,-33460,-30520,-25760,-20440,-15400,-11130,-7630,-4550,-1820,490,2660,4620,5950,6020,5040,3990,3010,2310,1890,1960,2240,2660,3080,3430,3780,3570,2240,-210,-2660,-4550,-5530,-6790,-8400,-7420,-2800,12880,19460,24780,29330,32410,33670,33390,31850,27930,21420,14140,7070,1190,-3010,-5810,-8260,-9380,-8260,-5600,-2520,770,4340,7560,10010,11340,11970,11410,10010,0
118,9170,9450,10920,13930,18690,25200,32060,37450,40180,39970,36610,23030,17710,16730,19810,22470,22120,17780,8540,70,-5600,-8890,-11830,-16100,-21630,-27020,-30240,-29820,-26530,-23450,-22820,-24500,-26880,-28840,-30100,-31360,-32900,-33670,-33250,-32200,-30730,-28700,-26320,-23660,-20580,-17010,-13090,-9100,-5460,-2800,-1260,-2800,-5110,-7140,-7910,-7140,-5180,-2660,-490,1330,2660,3500,2800,840,-1750,-4900,-7490,-6440,0,10920,23730,35280,43890,49070,51310,51450,49280,42980,32410,19180,5460,-6370,-14840,-21070,-25760,-28700,-29540,-28910,-27650,-25480,-22120,-14560,-11060,-6720,700,4690,7000,9380,10990,11550,11900,13300,15400,17990,20860,23170,24010,23310,21350,19250,19040,21700,27020,33460,38780,40880,38430,32060,24080,16170,8260,-350,-9590,-17850,-23380,-24990,-22680,-17920,-13440,-11130,-11480,-13370,-19250,-22750,-25130,-25620,-24220,-21630,-18410,-14840,-11130,-7980,-5460,-3570,-2730,-3780,-6580,-9870,-12670,-14560,-15050,-14280,-12880,-11270,-9730,-8470,-7350,-6860,-6860,-7560,-8680,-9940,-10780,-9240,-3010,7560,19600,29820,37940,44380,48090,47390,30590,16170,1190,-12040,-22120,-29330,-32900,-32690,-29610,-24850,-20090,-16170,-13230,-11270,-10290,-9520,-7980,-5110,-1470,2590,6790,10920,14770,17710,19600,20020,20300,21350,0
119,23030,24850,26880,27930,27440,26460,26670,29330,34230,39830,42840,42350,32620,25550,18620,10780,1820,-7490,-16100,-22050,-23100,-19950,-17290,-17710,-20930,-25550,-30170,-33530,-34650,-33180,-29960,-26040,-22190,-18900,-16450,-14350,-12320,-10080,-7630,-5460,-4060,-4130,-6370,-10500,-14910,-17150,-17990,-16380,-12180,-8400,-5670,-2800,2660,4410,6090,7980,10080,12390,14560,17010,20650,24850,27790,28070,25760,21840,17640,13650,9310,4130,-1470,-6440,-10850,-14560,-17360,-18270,-16800,-13790,-10220,-7000,-4340,-2590,-1540,-630,770,3010,5810,8470,10290,11480,12320,14070,15190,17430,20860,24500,27090,26670,23380,18270,12880,9800,10430,13510,16660,17780,15820,12600,10150,9240,8610,6300,1540,-4830,-10710,-12040,-7350,140,4760,4620,-210,-8260,-17080,-24570,-28770,-29190,-26040,-20300,-13650,-7210,-1960,3080,3080,2380,1050,-1120,-3290,-5110,-6650,-8260,-9660,-10570,-10710,-10010,-8470,-6580,-4200,-1680,1400,5390,8960,9940,8120,5880,5950,9030,12390,13930,12110,7910,3570,840,-770,-2380,-5810,-11270,-17080,-21770,-24430,-24920,-23590,-19320,-17010,-14070,-10220,-6230,-2590,1050,4620,7770,9240,7630,5390,5320,5810,6580,4410,8190,8540,9310,10780,10920,10220,11620,15890,22260,30380,39270,48720,57890,0
120,64820,68040,66080,57680,43540,25620,7560,-8820,-23660,-36750,-45640,-38850,-24220,-7280,6790,14700,15960,11900,5460,-1400,-9170,-12810,-15330,-16030,-14840,-10710,-4830,-840,2870,3710,1400,-3010,-8540,-14560,-19530,-22120,-22610,-21350,-19460,-17220,-14000,-9940,-6650,-5670,-7280,-10920,-15050,-17780,-17990,-15470,-2240,6930,17080,26600,32970,35140,33040,27020,18270,9240,1050,-6230,-12880,-18130,-21840,-24640,-26810,-28490,-28910,-27860,-24920,-21560,-17920,-13300,-7280,-840,4480,6230,11830,15400,19740,27300,32130,36470,40670,42910,40740,36540,33110,29540,21980,19110,17360,16170,15890,18970,24920,29260,29120,25690,20790,15540,9520,1610,-6580,-13230,-17710,-19250,-17500,-14350,-11900,-11900,-14560,-18620,-22680,-25690,-27230,-27020,-25130,-22260,-19110,-15540,-11620,-7910,-4690,-1260,3290,6860,7630,560,-5950,-13020,-18550,-20160,-22190,-26250,-24220,-20790,-16870,-12320,-10150,-10500,-10990,-10010,-8260,-5950,-5250,-6020,-6230,-4760,-490,5460,10920,14770,16800,17990,19250,19740,18480,15190,10010,3360,-3780,-9800,-14350,-16730,-16450,-13860,-9240,140,4410,8610,13300,18200,23100,27230,30170,32550,33810,33810,32270,30030,28000,25970,23030,18690,13230,6510,350,-4270,-6580,-5040,1960,11760,19460,22890,21910,18270,13510,8610,0
121,3290,-2800,-7980,-10430,-9590,-6370,-3360,-2870,-5390,-12530,-14700,-15820,-16170,-15540,-14350,-12600,-10220,-7000,-2940,1120,3850,4480,3780,2380,-1120,-5740,-8960,-12950,-17570,-20580,-21280,-20300,-17780,-14280,-11270,-9310,-8120,-7070,-6650,-7490,-7140,-5880,-5950,-6650,-5600,-1260,5250,11480,15960,17220,14070,8820,2660,-3640,-8610,-12250,-14980,-16800,-18060,-19040,-19040,-16730,-13720,-12040,-11970,-12740,-12950,-11410,-8750,-6930,-6160,-5880,-6790,-5040,-490,1890,6650,12040,15680,18690,20860,19880,15750,10500,6300,3220,1960,3850,21420,32340,40040,41930,37240,27090,14840,3780,-4970,-11690,-15890,-17780,-18270,-18270,-17640,-16940,-17150,-18200,-19530,-20090,-19180,-16940,-13790,-9240,-3640,2800,9100,12950,15190,17080,13440,10500,8190,6370,6370,7140,7770,8190,8260,7910,3150,-210,-2800,-4340,-5390,-5600,-4340,-1190,2030,2940,1890,1330,3710,10080,18340,25130,27720,26040,21140,14070,5810,-2520,-11200,-20860,-29680,-36400,-39970,-39830,-36540,-31710,-26530,-21980,-19250,-18620,-19880,-22750,-27440,-32480,-35070,-33950,-15400,-2940,7910,17010,24500,28910,30450,29050,25270,19810,13930,8750,6020,7000,12460,22120,35140,49420,61880,69790,70840,65380,56210,45360,33390,20860,8610,-560,-5530,-6510,-4760,-3360,0
122,-3640,-5880,-9800,-14700,-19180,-22050,-22960,-19180,-15050,-9800,-3360,3430,9450,9240,14490,14840,10360,7560,4200,560,-910,-1540,-2170,-2590,-2660,-3150,-5110,-8680,-13090,-17220,-20580,-22540,-23100,-22260,-19670,-16730,-14560,-12600,-10500,-8400,-6930,-6020,-7140,-8960,-10150,-10360,-10290,-10640,-11550,-11830,-10850,-9240,-8540,-9450,-10640,-12250,-13370,-12530,-11270,-9170,-5670,490,9380,18830,27020,32690,36330,37730,35980,30800,23660,22960,17080,12740,11550,10640,10500,11760,13510,15610,18550,23100,30660,41720,62230,65100,62790,56490,48090,38150,26320,12950,-350,-10570,-16450,-17710,-15890,-14210,-14280,-16660,-21350,-26880,-31360,-33530,-33180,-30730,-27160,-23030,-19180,-17080,-18830,-26390,-40810,-59290,-76720,-87500,-86240,-71260,-46200,-18270,4270,16870,16030,9100,980,-6160,-10080,-9520,-4760,140,2660,3780,3220,3150,6790,14770,26180,40740,56980,72870,84700,89740,86870,77070,60970,40880,20300,3640,-8890,-16940,-20860,-21770,-20440,-16870,-11690,-6580,-2310,910,2870,3150,2030,-1400,-1750,700,4900,10080,16170,23800,32130,38780,42140,42070,39550,35000,29050,23940,21280,21070,22610,24640,26810,29120,30870,31710,31920,30100,24150,13580,1120,-9170,-14910,-15190,-11480,-7070,-5040,-6510,-10990,-16380,-21140,-25340,0
123,-29750,-28840,-25900,-21630,-16800,-11550,-6090,-630,4480,8400,10500,10850,9310,6160,2380,-980,-3710,-6020,-7980,-9310,-9940,-9590,-8540,-7630,-7070,-6930,-7210,-7840,-9030,-9450,-6650,-840,7490,17500,26460,31290,31290,27580,21700,5670,-4060,-12670,-19740,-25550,-29050,-29960,-29190,-27440,-25550,-24780,-25060,-25690,-24290,-20230,-15120,-10430,-6370,-2310,2170,6370,10780,15750,20650,24080,25340,24780,23590,22400,21560,20510,19390,18340,17640,18830,24570,33110,40390,44380,40110,33740,26390,17920,8120,-2310,-11760,-18340,-20510,-18130,-12880,-8120,-5950,-6860,-10290,-14070,-16380,-17430,-17850,-17780,-17220,-15750,-12600,-7630,-1750,4270,8680,10220,9310,7280,5040,3150,1890,1330,1330,1890,3010,4200,4970,4620,840,-1120,-1750,70,2520,4060,4270,5320,9170,14700,19530,21210,19110,15190,10710,5600,-140,-6580,-12740,-17850,-21350,-23590,-24850,-25200,-24360,-22400,-20580,-19110,-17290,-14770,-11620,-8050,-4060,420,4690,8610,12670,16450,18830,20370,23170,24570,26460,28630,30310,30730,29820,27510,24010,20650,18970,19810,22960,25970,26460,24010,19530,13790,6860,-700,-8960,-16660,-22190,-21700,-14980,-5180,3290,6790,4550,-1540,-8680,-14630,-18830,-20720,-20720,-19040,-15400,-9940,-3570,2520,11200,12600,0
124,12110,10850,9170,8120,7840,7980,7770,6860,5180,3010,420,-2100,-4830,-8400,-12880,-17360,-21140,-24010,-23870,-22820,-20790,-19670,-17640,-13720,-9940,-4410,3500,10500,14630,16730,17080,14000,8190,560,-9100,-18550,-25130,-28700,-30940,-34650,-35420,-35140,-33530,-29610,-23100,-15470,-8890,-3080,2730,7210,8750,8400,8330,9520,11550,13860,16170,18060,19600,20440,21210,21840,22120,22890,23380,23310,23450,24430,26530,30800,36960,42770,46550,46900,44520,40180,33460,23730,11900,-9450,-13020,-10500,-4480,-280,1890,1190,-3220,-9450,-15470,-19810,-21490,-20720,-17920,-13510,-7910,-1820,3640,7630,9590,9660,8190,5600,2170,-1820,-6230,-11620,-17290,-21420,-23030,-21910,-18690,-15120,-12950,-11060,-11340,-14910,-16940,-16100,-10710,-4340,3150,11340,19040,24150,23940,19600,13020,4970,-2450,-7910,-12390,-17850,-25480,-33670,-37590,-39060,-40810,-41860,-38780,-32550,-28350,-23870,-20160,-16590,-12390,-7350,-3220,770,5320,10080,13930,16170,16800,16240,14140,11270,9310,8330,6160,4060,3290,5670,11830,22190,34930,47320,56000,58380,55160,48090,38360,27020,15750,4760,-5250,-12670,-13580,-7630,1680,10080,14560,14770,9940,1120,-9170,-18410,-24710,-26460,-24080,-18480,-11270,-3500,3850,10150,14140,15190,13580,6860,3010,-840,0
125,-4620,-7980,-10150,-10780,-10220,-9520,-9240,-9100,-8890,-8820,-8960,-9310,-9240,-8680,-8120,-6790,-2590,4900,15610,27300,36890,42490,44170,42350,37590,30660,21700,11060,-490,-12390,-22190,-28910,-32760,-32270,-28700,-24990,-24220,-24710,-21560,-16660,-10430,-2870,5460,13510,20650,25480,27090,25970,23450,19740,15260,11480,9380,8610,8750,9030,8750,6860,3920,1400,1050,3500,8050,14000,20650,27160,32830,36750,37380,32970,23450,10290,-3430,-14700,-19950,-18690,-11830,-11690,-14350,-19950,-26950,-32550,-34930,-33600,-29120,-22610,-15330,-8750,-4060,-280,3290,6230,8050,8610,7560,4410,-490,-6300,-11620,-15540,-17640,-18130,-17360,-15820,-13580,-11200,-9730,-9800,-11410,-13860,-15330,-15050,-13860,-12810,-11060,-6790,12040,22400,30800,36680,39830,40110,37380,31290,22470,11830,700,-9170,-16380,-20580,-22540,-22400,-20370,-17500,-14210,-10710,-6930,-3360,-700,840,1750,2450,3360,3780,3780,3640,3220,2380,1260,560,1470,3430,5320,6370,6510,5880,4200,4760,9240,18760,31500,44660,53690,55230,50120,39620,24640,7140,-9870,-23030,-29190,-27440,-19670,-10920,-5320,-3780,-6720,-13720,-21980,-27720,-29610,-27650,-22120,-14350,-5320,3710,11690,17570,20370,19810,16870,12810,8400,4060,280,-2240,-2940,-3220,-4270,-5670,0
126,-6860,-7700,-8680,-9310,-10290,-9870,-7630,-4620,-2240,-210,2940,8680,16520,23590,25760,22890,17220,9590,630,-8960,-18130,-23940,-26600,-28840,-32060,-34930,-37730,-39480,-38920,-36960,-34860,-32620,-30450,-28070,-23520,-16100,280,5740,9100,11550,13160,14280,15330,16870,18690,20510,22890,25270,27160,28560,28700,29190,32900,42140,59010,80780,97580,102620,93590,74200,52080,34930,23100,14420,8820,7630,10920,16590,21700,23100,20020,12530,1190,-11270,-21770,-34160,-35070,-31850,-25340,-17150,-8890,-2450,840,910,-1820,-6580,-11900,-16590,-19880,-21140,-20510,-18550,-15890,-13230,-11410,-10640,-10990,-12810,-15330,-17780,-19250,-19390,-17850,-14980,-10850,-7070,-5180,-5600,-5740,-3220,1050,4200,4550,3080,2870,9940,15400,19390,19880,16030,8750,-910,-10430,-17220,-21280,-22960,-22120,-18970,-14350,-9240,-4410,0,3430,5810,6860,6580,5740,4830,4200,4130,4550,4760,4060,2520,490,-980,-1120,-560,910,3570,6160,7910,8610,9310,12040,25060,29470,27930,21280,13510,9590,10850,15890,22470,28280,32060,33880,35210,36960,38570,37940,33880,27090,18410,9590,2100,-3010,-4900,-3850,-630,3640,8400,13160,17360,19880,20650,19390,16380,12670,9240,7490,6510,5180,2660,-910,-8050,-11410,-14910,-18480,-21000,0
127,-22260,-22680,-21840,-18970,-14140,-8680,-3570,910,4970,8680,12250,15330,15610,12250,7280,3710,2590,2660,1890,-980,-5740,-11690,-17710,-23520,-28420,-32200,-34860,-36050,-34930,-31640,-27230,-22610,-17990,-13580,-5670,-2240,630,2940,4760,6160,7070,7280,7140,6650,6090,5740,5320,4620,3430,2170,1260,1820,4060,7560,11480,15610,19460,23030,26180,26880,21700,10850,-1890,-13300,-19390,-17430,-8820,2520,12040,16660,14070,5110,-7560,-31290,-38780,-42140,-40810,-35140,-26460,-16170,-5250,5600,14420,19810,22120,22820,22470,20650,17500,13790,10010,6160,2100,-1890,-5530,-8680,-11410,-13440,-14420,-14210,-12740,-11270,-10360,-11130,-14000,-17290,-18900,-17220,-12040,-4060,5460,13510,22750,25970,28420,29120,27300,22750,15120,4970,-6090,-16170,-23800,-29260,-33040,-33670,-30100,-23520,-15750,-7560,280,6930,11900,14910,16380,16450,14000,13860,14840,14770,13790,14420,16100,18970,22190,24640,24920,22820,18690,13020,3080,1470,3220,8610,16450,24430,30520,33600,33040,28280,19320,6580,-8190,-21000,-27650,-26950,-19810,-10640,-1610,6020,9800,9170,4760,-2730,-11480,-19110,-23800,-24570,-22050,-16940,-10500,-3920,980,3080,2380,-630,-4270,-7280,-8890,-8190,-6510,-4970,-4620,-5740,-7560,-9380,-10920,-12110,-12460,-11760,0
128,-10360,-8610,-7490,-7980,-10640,-15330,-20790,-24570,-24710,-21140,-14420,-5460,4900,15050,23660,29820,33670,35560,34580,29190,20160,9030,-2660,-13020,-21210,-27510,-30870,-31290,-26180,-21140,-14350,-6790,-140,4760,7770,9450,9380,7910,5390,1120,-3500,-6300,-6720,-5950,-3570,630,4760,5670,2800,-2170,-6440,-8540,-8540,-5880,-770,7630,17780,27300,34510,38010,39690,38150,31220,19530,5180,-9100,-20580,-31430,-32620,-33810,-36050,-39200,-43540,-48020,-51170,-52640,-52570,-51030,-48160,-44450,-40320,-35910,-31150,-25970,-19950,-13440,-7210,-2310,560,1470,1050,210,-490,-560,-490,-910,-1890,-3010,-4200,-5040,-4830,-3220,-840,840,1260,1470,3710,17570,25760,32060,36400,39270,41020,41300,39270,34370,26740,17780,9310,2380,-3080,-6930,-8610,-9100,-9520,-9940,-9170,-7420,-5040,-1960,1540,5250,8610,11130,12950,14420,15960,17010,17780,18340,18620,18900,19460,20230,20020,17780,7910,1960,-3500,-8120,-11200,-11690,-9380,-6860,-6650,-8890,-11970,-14490,-15750,-17080,-19600,-23940,-29260,-33320,-33670,-30730,-25060,-18410,-12530,-9520,-9590,-12320,-17430,-24010,-30310,-35210,-38150,-38500,-35840,-30870,-24640,-17500,-10220,-4480,-910,-1330,-4410,-8400,-12320,-15050,-16030,-15330,-13370,-10640,-7490,-4620,-2660,-1400,-630,-140,0
129,490,2030,4410,7000,8680,9520,10080,12880,19040,25130,27090,24360,20370,18690,19390,20090,19040,15820,10780,5110,-70,-4900,-9310,-17080,-20230,-23030,-24360,-23170,-20650,-17710,-14210,-10570,-7210,-4200,-1470,1260,3850,5460,6510,7490,8470,9520,10430,11480,12740,14000,14700,14490,13230,10780,7350,3640,280,-2380,-4340,-5320,-3990,420,6020,11480,16870,21350,19600,14560,7210,-3010,-16100,-32130,-50610,-68250,-82530,-91490,-94290,-89530,-77700,-61740,-43190,-24640,-9870,-630,3150,2870,1260,140,0,1050,3290,6230,9450,12390,14560,15400,14770,12250,8260,3990,350,-2100,-3220,-3150,-6020,-9450,-13090,-16240,-17780,-15820,-9030,2590,18060,34860,49560,60270,66010,65520,59080,49210,37310,24220,10850,-630,-9100,-14350,-16380,-14910,-9380,-840,10570,23310,34510,43050,49000,51870,50890,46060,38290,28350,17990,9520,4270,1330,2100,4760,8680,12320,14770,15400,14070,11480,9730,10570,13580,17010,19810,21210,21350,20160,18200,13510,4340,-7280,-17150,-23520,-26040,-24920,-21210,-17360,-14980,-15190,-19180,-26040,-33390,-39970,-44940,-47460,-47390,-44590,-38990,-22470,-14490,-9030,-7070,-7980,-10710,-14840,-19390,-22680,-23730,-22470,-19320,-14770,-9520,-3710,2660,8540,12810,14630,12740,8190,2940,-1400,0
130,-4620,-7630,-10640,-10150,-4620,3360,10850,16240,19390,21210,23380,27300,31570,34090,33670,23170,15960,10220,7000,6090,7210,9870,13370,17430,22120,26950,31150,34230,36680,38570,38850,37170,34720,32060,29540,27160,25480,24990,24150,23310,21350,19180,16730,13720,10080,7910,7770,9870,13860,18130,21420,22470,20020,6720,-980,-9520,-18830,-28420,-36050,-39130,-35700,-27440,-17290,-9660,-7210,-8960,-14210,-22190,-31220,-39130,-44660,-47880,-45290,-42420,-37100,-28140,-18480,-9730,-3220,-700,-3360,-10570,-20090,-29120,-35560,-38010,-35490,-30100,-21840,-19530,-14840,-11830,-11760,-11480,-9310,-3990,3220,10220,13930,13090,7560,2590,2870,8330,15540,21140,24080,24920,25410,26880,28140,27370,23730,18690,13790,9660,6720,5320,3500,70,-5040,-12390,-20930,-28700,-33670,-35630,-34300,-29330,-21210,-12670,-5740,2520,3990,2940,3010,1400,490,4970,9450,13090,16870,19670,19320,14630,7490,910,-2170,560,7840,17920,28420,35560,36750,32620,25830,18200,10150,-70,-10430,-16940,-17710,-13020,-5390,2940,11830,21490,31500,39200,43540,46690,37590,29470,21840,16660,16170,19670,24080,26740,25200,22190,17150,9240,1260,-5670,-10290,-11410,-10360,-9590,-9450,-9660,-17570,-31290,-33110,-23870,-8050,8820,17850,14280,5810,-5250,0
